통계년월,통계시도명,통계시군구명,성별,수급자구분,연령구간,수급자수
202001,서울특별시,종로구,남성,특례수급자,16~18세,1
202001,서울특별시,종로구,남성,특례수급자,30~39세,4
202001,서울특별시,종로구,남성,특례수급자,40~49세,8
202001,서울특별시,종로구,남성,특례수급자,50~59세,37
202001,서울특별시,종로구,남성,특례수급자,60~64세,27
202001,서울특별시,종로구,남성,특례수급자,65~69세,8
202001,서울특별시,종로구,남성,일반수급자,60~64세,280
202001,서울특별시,종로구,남성,특례수급자,70~74세,12
202001,서울특별시,종로구,남성,특례수급자,75~79세,7
202001,서울특별시,종로구,남성,특례수급자,80~89세,3
202001,서울특별시,종로구,여성,특례수급자,16~18세,2
202001,서울특별시,종로구,여성,특례수급자,19~29세,1
202001,서울특별시,종로구,여성,특례수급자,40~49세,6
202001,서울특별시,종로구,여성,특례수급자,50~59세,4
202001,서울특별시,종로구,여성,특례수급자,60~64세,2
202001,서울특별시,종로구,여성,특례수급자,65~69세,7
202001,서울특별시,종로구,여성,특례수급자,70~74세,15
202001,서울특별시,종로구,여성,특례수급자,75~79세,14
202001,서울특별시,종로구,여성,특례수급자,80~89세,13
202001,서울특별시,종로구,여성,특례수급자,90세이상,3
202001,서울특별시,종로구,남성,일반수급자,65~69세,316
202001,서울특별시,종로구,남성,일반수급자,70~74세,227
202001,서울특별시,종로구,남성,일반수급자,75~79세,196
202001,서울특별시,종로구,남성,일반수급자,7~12세,64
202001,서울특별시,종로구,남성,일반수급자,80~89세,120
202001,서울특별시,종로구,남성,일반수급자,90세이상,8
202001,서울특별시,종로구,여성,일반수급자,7세미만,18
202001,서울특별시,종로구,여성,일반수급자,7~12세,62
202001,서울특별시,종로구,여성,일반수급자,13~15세,51
202001,서울특별시,종로구,여성,일반수급자,16~18세,76
202001,서울특별시,종로구,여성,일반수급자,19~29세,67
202001,서울특별시,종로구,남성,일반수급자,7세미만,8
202001,서울특별시,종로구,여성,일반수급자,30~39세,56
202001,서울특별시,종로구,여성,일반수급자,40~49세,131
202001,서울특별시,종로구,여성,일반수급자,50~59세,171
202001,서울특별시,종로구,남성,일반수급자,13~15세,45
202001,서울특별시,종로구,여성,일반수급자,60~64세,96
202001,서울특별시,종로구,여성,일반수급자,65~69세,156
202001,서울특별시,종로구,여성,일반수급자,70~74세,155
202001,서울특별시,종로구,여성,일반수급자,75~79세,201
202001,서울특별시,종로구,여성,일반수급자,80~89세,229
202001,서울특별시,종로구,여성,일반수급자,90세이상,47
202001,서울특별시,종로구,남성,조건부수급자,7세미만,6
202001,서울특별시,종로구,남성,조건부수급자,7~12세,4
202001,서울특별시,종로구,남성,조건부수급자,13~15세,4
202001,서울특별시,종로구,남성,일반수급자,16~18세,63
202001,서울특별시,종로구,남성,조건부수급자,16~18세,10
202001,서울특별시,종로구,남성,조건부수급자,19~29세,33
202001,서울특별시,종로구,남성,조건부수급자,30~39세,2
202001,서울특별시,종로구,남성,조건부수급자,40~49세,31
202001,서울특별시,종로구,남성,조건부수급자,50~59세,92
202001,서울특별시,종로구,남성,조건부수급자,60~64세,49
202001,서울특별시,종로구,남성,조건부수급자,65~69세,3
202001,서울특별시,종로구,남성,조건부수급자,70~74세,2
202001,서울특별시,종로구,남성,조건부수급자,80~89세,1
202001,서울특별시,종로구,여성,조건부수급자,7세미만,6
202001,서울특별시,종로구,여성,조건부수급자,7~12세,5
202001,서울특별시,종로구,여성,조건부수급자,13~15세,4
202001,서울특별시,종로구,여성,조건부수급자,16~18세,5
202001,서울특별시,중구,여성,조건부수급자,19~29세,30
202001,서울특별시,중구,여성,조건부수급자,30~39세,6
202001,서울특별시,중구,여성,조건부수급자,40~49세,35
202001,서울특별시,중구,여성,조건부수급자,50~59세,43
202001,서울특별시,중구,여성,조건부수급자,60~64세,15
202001,서울특별시,중구,여성,조건부수급자,65~69세,3
202001,서울특별시,중구,여성,조건부수급자,70~74세,3
202001,서울특별시,중구,여성,조건부수급자,80~89세,5
202001,서울특별시,중구,남성,시설수급자,7세미만,26
202001,서울특별시,중구,남성,시설수급자,7~12세,15
202001,서울특별시,중구,남성,일반수급자,30~39세,57
202001,서울특별시,중구,남성,시설수급자,13~15세,2
202001,서울특별시,중구,남성,시설수급자,16~18세,9
202001,서울특별시,중구,남성,시설수급자,19~29세,1
202001,서울특별시,중구,남성,시설수급자,60~64세,1
202001,서울특별시,중구,남성,시설수급자,65~69세,1
202001,서울특별시,중구,남성,시설수급자,80~89세,1
202001,서울특별시,중구,여성,시설수급자,7세미만,29
202001,서울특별시,중구,여성,시설수급자,7~12세,8
202001,서울특별시,중구,여성,시설수급자,13~15세,4
202001,서울특별시,중구,여성,시설수급자,16~18세,3
202001,서울특별시,중구,여성,시설수급자,19~29세,2
202001,서울특별시,중구,남성,일반수급자,40~49세,166
202001,서울특별시,중구,여성,시설수급자,60~64세,1
202001,서울특별시,중구,여성,시설수급자,65~69세,1
202001,서울특별시,중구,여성,시설수급자,75~79세,1
202001,서울특별시,중구,여성,시설수급자,80~89세,5
202001,서울특별시,중구,여성,시설수급자,90세이상,2
202001,서울특별시,중구,남성,특례수급자,7~12세,1
202001,서울특별시,중구,남성,일반수급자,7세미만,19
202001,서울특별시,중구,남성,특례수급자,16~18세,2
202001,서울특별시,중구,남성,특례수급자,19~29세,2
202001,서울특별시,중구,남성,일반수급자,50~59세,450
202001,서울특별시,중구,남성,특례수급자,30~39세,2
202001,서울특별시,중구,남성,특례수급자,40~49세,7
202001,서울특별시,중구,남성,특례수급자,50~59세,12
202001,서울특별시,중구,남성,특례수급자,60~64세,13
202001,서울특별시,중구,남성,특례수급자,65~69세,5
202001,서울특별시,중구,남성,특례수급자,70~74세,2
202001,서울특별시,중구,남성,특례수급자,75~79세,4
202001,서울특별시,중구,남성,특례수급자,80~89세,6
202001,서울특별시,중구,남성,특례수급자,90세이상,1
202001,서울특별시,중구,여성,특례수급자,19~29세,1
202001,서울특별시,중구,남성,일반수급자,60~64세,293
202001,서울특별시,중구,여성,특례수급자,40~49세,2
202001,서울특별시,중구,여성,특례수급자,50~59세,8
202001,서울특별시,중구,여성,특례수급자,60~64세,5
202001,서울특별시,중구,남성,일반수급자,65~69세,333
202001,서울특별시,중구,여성,특례수급자,65~69세,6
202001,서울특별시,중구,여성,특례수급자,70~74세,8
202001,서울특별시,중구,여성,특례수급자,75~79세,12
202001,서울특별시,중구,여성,특례수급자,80~89세,15
202001,서울특별시,중구,여성,특례수급자,90세이상,1
202001,서울특별시,중구,남성,일반수급자,70~74세,253
202001,서울특별시,중구,남성,일반수급자,75~79세,162
202001,서울특별시,중구,남성,일반수급자,80~89세,139
202001,서울특별시,중구,남성,일반수급자,90세이상,10
202001,서울특별시,중구,여성,일반수급자,7세미만,14
202001,서울특별시,중구,여성,일반수급자,7~12세,74
202001,서울특별시,중구,여성,일반수급자,13~15세,52
202001,서울특별시,중구,남성,일반수급자,7~12세,76
202001,서울특별시,중구,여성,일반수급자,16~18세,79
202001,서울특별시,중구,여성,일반수급자,19~29세,68
202001,서울특별시,중구,여성,일반수급자,30~39세,53
202001,서울특별시,중구,여성,일반수급자,40~49세,137
202001,서울특별시,중구,여성,일반수급자,50~59세,192
202001,서울특별시,중구,여성,일반수급자,60~64세,115
202001,서울특별시,중구,여성,일반수급자,65~69세,195
202001,서울특별시,중구,여성,일반수급자,70~74세,214
202001,서울특별시,중구,여성,일반수급자,75~79세,256
202001,서울특별시,중구,여성,일반수급자,80~89세,300
202001,서울특별시,중구,여성,일반수급자,90세이상,65
202001,서울특별시,중구,남성,일반수급자,13~15세,47
202001,서울특별시,중구,남성,조건부수급자,7세미만,5
202001,서울특별시,중구,남성,조건부수급자,7~12세,10
202001,서울특별시,중구,남성,조건부수급자,13~15세,8
202001,서울특별시,중구,남성,조건부수급자,16~18세,12
202001,서울특별시,중구,남성,조건부수급자,19~29세,33
202001,서울특별시,중구,남성,조건부수급자,30~39세,8
202001,서울특별시,중구,남성,조건부수급자,40~49세,26
202001,서울특별시,중구,남성,조건부수급자,50~59세,102
202001,서울특별시,중구,남성,조건부수급자,60~64세,52
202001,서울특별시,중구,남성,일반수급자,16~18세,83
202001,서울특별시,중구,남성,조건부수급자,65~69세,8
202001,서울특별시,중구,남성,조건부수급자,70~74세,1
202001,서울특별시,중구,남성,조건부수급자,80~89세,1
202001,서울특별시,중구,여성,조건부수급자,7세미만,3
202001,서울특별시,중구,여성,조건부수급자,7~12세,6
202001,서울특별시,중구,남성,일반수급자,19~29세,66
202001,서울특별시,중구,여성,조건부수급자,13~15세,7
202001,서울특별시,중구,여성,조건부수급자,16~18세,9
202001,서울특별시,용산구,여성,조건부수급자,19~29세,50
202001,서울특별시,용산구,여성,조건부수급자,30~39세,19
202001,서울특별시,용산구,여성,조건부수급자,40~49세,59
202001,서울특별시,용산구,여성,조건부수급자,50~59세,70
202001,서울특별시,용산구,여성,조건부수급자,60~64세,29
202001,서울특별시,용산구,여성,조건부수급자,65~69세,5
202001,서울특별시,용산구,남성,일반수급자,19~29세,109
202001,서울특별시,용산구,여성,조건부수급자,70~74세,9
202001,서울특별시,용산구,여성,조건부수급자,75~79세,6
202001,서울특별시,용산구,여성,조건부수급자,80~89세,6
202001,서울특별시,용산구,여성,조건부수급자,90세이상,1
202001,서울특별시,용산구,남성,시설수급자,7세미만,45
202001,서울특별시,용산구,남성,시설수급자,7~12세,27
202001,서울특별시,용산구,남성,시설수급자,13~15세,8
202001,서울특별시,용산구,남성,시설수급자,16~18세,13
202001,서울특별시,용산구,남성,시설수급자,19~29세,7
202001,서울특별시,용산구,남성,일반수급자,30~39세,88
202001,서울특별시,용산구,남성,시설수급자,30~39세,3
202001,서울특별시,용산구,남성,시설수급자,75~79세,1
202001,서울특별시,용산구,남성,일반수급자,40~49세,272
202001,서울특별시,용산구,남성,시설수급자,80~89세,1
202001,서울특별시,용산구,여성,시설수급자,7세미만,33
202001,서울특별시,용산구,여성,시설수급자,7~12세,20
202001,서울특별시,용산구,여성,시설수급자,13~15세,7
202001,서울특별시,용산구,여성,시설수급자,16~18세,16
202001,서울특별시,용산구,여성,시설수급자,19~29세,16
202001,서울특별시,용산구,여성,시설수급자,30~39세,28
202001,서울특별시,용산구,여성,시설수급자,40~49세,8
202001,서울특별시,용산구,여성,시설수급자,50~59세,3
202001,서울특별시,용산구,여성,시설수급자,60~64세,1
202001,서울특별시,용산구,남성,일반수급자,50~59세,649
202001,서울특별시,용산구,여성,시설수급자,65~69세,1
202001,서울특별시,용산구,여성,시설수급자,70~74세,1
202001,서울특별시,용산구,여성,시설수급자,80~89세,11
202001,서울특별시,용산구,여성,시설수급자,90세이상,6
202001,서울특별시,용산구,남성,특례수급자,7세미만,1
202001,서울특별시,용산구,남성,특례수급자,16~18세,6
202001,서울특별시,용산구,남성,특례수급자,19~29세,10
202001,서울특별시,용산구,남성,특례수급자,30~39세,6
202001,서울특별시,용산구,남성,특례수급자,40~49세,25
202001,서울특별시,용산구,남성,특례수급자,50~59세,31
202001,서울특별시,용산구,남성,일반수급자,60~64세,376
202001,서울특별시,용산구,남성,특례수급자,60~64세,36
202001,서울특별시,용산구,남성,특례수급자,65~69세,13
202001,서울특별시,용산구,남성,특례수급자,70~74세,10
202001,서울특별시,용산구,남성,특례수급자,75~79세,14
202001,서울특별시,용산구,남성,특례수급자,80~89세,12
202001,서울특별시,용산구,남성,특례수급자,90세이상,1
202001,서울특별시,용산구,여성,특례수급자,7~12세,2
202001,서울특별시,용산구,여성,특례수급자,13~15세,2
202001,서울특별시,용산구,여성,특례수급자,16~18세,2
202001,서울특별시,용산구,여성,특례수급자,19~29세,4
202001,서울특별시,용산구,여성,특례수급자,30~39세,3
202001,서울특별시,용산구,여성,특례수급자,40~49세,6
202001,서울특별시,용산구,여성,특례수급자,50~59세,19
202001,서울특별시,용산구,여성,특례수급자,60~64세,9
202001,서울특별시,용산구,여성,특례수급자,65~69세,11
202001,서울특별시,용산구,여성,특례수급자,70~74세,27
202001,서울특별시,용산구,여성,특례수급자,75~79세,20
202001,서울특별시,용산구,여성,특례수급자,80~89세,32
202001,서울특별시,용산구,여성,특례수급자,90세이상,5
202001,서울특별시,용산구,남성,일반수급자,65~69세,413
202001,서울특별시,용산구,남성,일반수급자,7~12세,123
202001,서울특별시,용산구,남성,일반수급자,70~74세,308
202001,서울특별시,용산구,남성,일반수급자,75~79세,221
202001,서울특별시,용산구,남성,일반수급자,80~89세,159
202001,서울특별시,용산구,남성,일반수급자,90세이상,14
202001,서울특별시,용산구,여성,일반수급자,7세미만,27
202001,서울특별시,용산구,여성,일반수급자,7~12세,105
202001,서울특별시,용산구,여성,일반수급자,13~15세,69
202001,서울특별시,용산구,여성,일반수급자,16~18세,118
202001,서울특별시,용산구,남성,일반수급자,7세미만,30
202001,서울특별시,용산구,여성,일반수급자,19~29세,113
202001,서울특별시,용산구,여성,일반수급자,30~39세,90
202001,서울특별시,용산구,남성,일반수급자,13~15세,97
202001,서울특별시,용산구,여성,일반수급자,40~49세,229
202001,서울특별시,용산구,여성,일반수급자,50~59세,312
202001,서울특별시,용산구,여성,일반수급자,60~64세,176
202001,서울특별시,용산구,여성,일반수급자,65~69세,280
202001,서울특별시,용산구,여성,일반수급자,70~74세,292
202001,서울특별시,용산구,여성,일반수급자,75~79세,344
202001,서울특별시,용산구,여성,일반수급자,80~89세,443
202001,서울특별시,용산구,여성,일반수급자,90세이상,80
202001,서울특별시,용산구,남성,조건부수급자,7세미만,10
202001,서울특별시,용산구,남성,조건부수급자,7~12세,17
202001,서울특별시,용산구,남성,조건부수급자,13~15세,11
202001,서울특별시,용산구,남성,조건부수급자,16~18세,20
202001,서울특별시,용산구,남성,조건부수급자,19~29세,56
202001,서울특별시,용산구,남성,조건부수급자,30~39세,25
202001,서울특별시,용산구,남성,조건부수급자,40~49세,68
202001,서울특별시,용산구,남성,일반수급자,16~18세,124
202001,서울특별시,용산구,남성,조건부수급자,50~59세,166
202001,서울특별시,용산구,남성,조건부수급자,60~64세,80
202001,서울특별시,용산구,남성,조건부수급자,65~69세,5
202001,서울특별시,용산구,남성,조건부수급자,70~74세,3
202001,서울특별시,용산구,남성,조건부수급자,75~79세,3
202001,서울특별시,용산구,남성,조건부수급자,80~89세,3
202001,서울특별시,용산구,여성,조건부수급자,7세미만,9
202001,서울특별시,용산구,여성,조건부수급자,7~12세,15
202001,서울특별시,용산구,여성,조건부수급자,13~15세,13
202001,서울특별시,용산구,여성,조건부수급자,16~18세,10
202001,서울특별시,성동구,여성,조건부수급자,19~29세,175
202001,서울특별시,성동구,여성,조건부수급자,30~39세,46
202001,서울특별시,성동구,여성,조건부수급자,40~49세,155
202001,서울특별시,성동구,여성,조건부수급자,50~59세,208
202001,서울특별시,성동구,여성,조건부수급자,60~64세,86
202001,서울특별시,성동구,여성,조건부수급자,65~69세,22
202001,서울특별시,성동구,여성,조건부수급자,70~74세,14
202001,서울특별시,성동구,여성,조건부수급자,75~79세,13
202001,서울특별시,성동구,여성,조건부수급자,80~89세,17
202001,서울특별시,성동구,여성,조건부수급자,90세이상,3
202001,서울특별시,성동구,남성,시설수급자,7세미만,16
202001,서울특별시,성동구,남성,시설수급자,7~12세,14
202001,서울특별시,성동구,남성,시설수급자,13~15세,5
202001,서울특별시,성동구,남성,일반수급자,30~39세,98
202001,서울특별시,성동구,남성,시설수급자,16~18세,11
202001,서울특별시,성동구,남성,시설수급자,50~59세,4
202001,서울특별시,성동구,남성,시설수급자,60~64세,4
202001,서울특별시,성동구,남성,시설수급자,65~69세,2
202001,서울특별시,성동구,남성,시설수급자,75~79세,2
202001,서울특별시,성동구,남성,시설수급자,80~89세,2
202001,서울특별시,성동구,여성,시설수급자,7세미만,8
202001,서울특별시,성동구,여성,시설수급자,7~12세,4
202001,서울특별시,성동구,여성,시설수급자,13~15세,2
202001,서울특별시,성동구,여성,시설수급자,16~18세,3
202001,서울특별시,성동구,여성,시설수급자,19~29세,1
202001,서울특별시,성동구,남성,일반수급자,40~49세,250
202001,서울특별시,성동구,여성,시설수급자,50~59세,2
202001,서울특별시,성동구,여성,시설수급자,70~74세,1
202001,서울특별시,성동구,여성,시설수급자,75~79세,2
202001,서울특별시,성동구,여성,시설수급자,80~89세,24
202001,서울특별시,성동구,여성,시설수급자,90세이상,11
202001,서울특별시,성동구,남성,특례수급자,13~15세,1
202001,서울특별시,성동구,남성,일반수급자,50~59세,636
202001,서울특별시,성동구,남성,특례수급자,16~18세,2
202001,서울특별시,성동구,남성,특례수급자,19~29세,7
202001,서울특별시,성동구,남성,특례수급자,30~39세,3
202001,서울특별시,성동구,남성,특례수급자,40~49세,9
202001,서울특별시,성동구,남성,특례수급자,50~59세,36
202001,서울특별시,성동구,남성,특례수급자,60~64세,19
202001,서울특별시,성동구,남성,특례수급자,65~69세,9
202001,서울특별시,성동구,남성,특례수급자,70~74세,14
202001,서울특별시,성동구,남성,특례수급자,75~79세,4
202001,서울특별시,성동구,남성,특례수급자,80~89세,11
202001,서울특별시,성동구,여성,특례수급자,7~12세,1
202001,서울특별시,성동구,남성,일반수급자,7세미만,41
202001,서울특별시,성동구,여성,특례수급자,13~15세,2
202001,서울특별시,성동구,남성,일반수급자,60~64세,346
202001,서울특별시,성동구,여성,특례수급자,16~18세,2
202001,서울특별시,성동구,여성,특례수급자,19~29세,14
202001,서울특별시,성동구,여성,특례수급자,30~39세,8
202001,서울특별시,성동구,여성,특례수급자,40~49세,12
202001,서울특별시,성동구,여성,특례수급자,50~59세,23
202001,서울특별시,성동구,여성,특례수급자,60~64세,5
202001,서울특별시,성동구,남성,일반수급자,65~69세,340
202001,서울특별시,성동구,여성,특례수급자,65~69세,13
202001,서울특별시,성동구,여성,특례수급자,70~74세,13
202001,서울특별시,성동구,여성,특례수급자,75~79세,14
202001,서울특별시,성동구,여성,특례수급자,80~89세,12
202001,서울특별시,성동구,여성,특례수급자,90세이상,1
202001,서울특별시,성동구,남성,기타수급자,13~15세,1
202001,서울특별시,성동구,남성,일반수급자,70~74세,283
202001,서울특별시,성동구,남성,일반수급자,75~79세,263
202001,서울특별시,성동구,남성,일반수급자,80~89세,211
202001,서울특별시,성동구,남성,일반수급자,90세이상,17
202001,서울특별시,성동구,여성,일반수급자,7세미만,34
202001,서울특별시,성동구,남성,일반수급자,7~12세,149
202001,서울특별시,성동구,여성,일반수급자,7~12세,160
202001,서울특별시,성동구,여성,일반수급자,13~15세,90
202001,서울특별시,성동구,여성,일반수급자,16~18세,165
202001,서울특별시,성동구,여성,일반수급자,19~29세,114
202001,서울특별시,성동구,여성,일반수급자,30~39세,76
202001,서울특별시,성동구,여성,일반수급자,40~49세,257
202001,서울특별시,성동구,여성,일반수급자,50~59세,351
202001,서울특별시,성동구,여성,일반수급자,60~64세,235
202001,서울특별시,성동구,여성,일반수급자,65~69세,337
202001,서울특별시,성동구,여성,일반수급자,70~74세,392
202001,서울특별시,성동구,남성,일반수급자,13~15세,120
202001,서울특별시,성동구,여성,일반수급자,75~79세,441
202001,서울특별시,성동구,여성,일반수급자,80~89세,584
202001,서울특별시,성동구,여성,일반수급자,90세이상,98
202001,서울특별시,성동구,남성,조건부수급자,7세미만,18
202001,서울특별시,성동구,남성,조건부수급자,7~12세,38
202001,서울특별시,성동구,남성,조건부수급자,13~15세,35
202001,서울특별시,성동구,남성,조건부수급자,16~18세,42
202001,서울특별시,성동구,남성,조건부수급자,19~29세,154
202001,서울특별시,성동구,남성,조건부수급자,30~39세,29
202001,서울특별시,성동구,남성,조건부수급자,40~49세,108
202001,서울특별시,성동구,남성,조건부수급자,50~59세,275
202001,서울특별시,성동구,남성,조건부수급자,60~64세,139
202001,서울특별시,성동구,남성,조건부수급자,65~69세,16
202001,서울특별시,성동구,남성,조건부수급자,70~74세,5
202001,서울특별시,성동구,남성,일반수급자,16~18세,170
202001,서울특별시,성동구,남성,조건부수급자,75~79세,4
202001,서울특별시,성동구,남성,조건부수급자,80~89세,4
202001,서울특별시,성동구,남성,조건부수급자,90세이상,2
202001,서울특별시,성동구,여성,조건부수급자,7세미만,22
202001,서울특별시,성동구,여성,조건부수급자,7~12세,37
202001,서울특별시,성동구,남성,일반수급자,19~29세,137
202001,서울특별시,성동구,여성,조건부수급자,13~15세,26
202001,서울특별시,성동구,여성,조건부수급자,16~18세,51
202001,서울특별시,광진구,여성,조건부수급자,19~29세,121
202001,서울특별시,광진구,여성,조건부수급자,30~39세,22
202001,서울특별시,광진구,여성,조건부수급자,40~49세,141
202001,서울특별시,광진구,여성,조건부수급자,50~59세,157
202001,서울특별시,광진구,여성,조건부수급자,60~64세,59
202001,서울특별시,광진구,여성,조건부수급자,65~69세,9
202001,서울특별시,광진구,남성,일반수급자,19~29세,231
202001,서울특별시,광진구,여성,조건부수급자,70~74세,5
202001,서울특별시,광진구,여성,조건부수급자,75~79세,4
202001,서울특별시,광진구,여성,조건부수급자,80~89세,3
202001,서울특별시,광진구,여성,조건부수급자,90세이상,3
202001,서울특별시,광진구,남성,일반수급자,30~39세,135
202001,서울특별시,광진구,남성,시설수급자,50~59세,2
202001,서울특별시,광진구,남성,시설수급자,60~64세,1
202001,서울특별시,광진구,남성,시설수급자,65~69세,2
202001,서울특별시,광진구,남성,시설수급자,70~74세,1
202001,서울특별시,광진구,남성,일반수급자,40~49세,371
202001,서울특별시,광진구,남성,시설수급자,75~79세,2
202001,서울특별시,광진구,남성,시설수급자,80~89세,1
202001,서울특별시,광진구,여성,시설수급자,7~12세,1
202001,서울특별시,광진구,여성,시설수급자,30~39세,1
202001,서울특별시,광진구,여성,시설수급자,40~49세,1
202001,서울특별시,광진구,여성,시설수급자,50~59세,1
202001,서울특별시,광진구,여성,시설수급자,60~64세,1
202001,서울특별시,광진구,여성,시설수급자,65~69세,3
202001,서울특별시,광진구,남성,일반수급자,50~59세,799
202001,서울특별시,광진구,여성,시설수급자,75~79세,11
202001,서울특별시,광진구,여성,시설수급자,80~89세,30
202001,서울특별시,광진구,여성,시설수급자,90세이상,17
202001,서울특별시,광진구,남성,특례수급자,13~15세,5
202001,서울특별시,광진구,남성,특례수급자,16~18세,2
202001,서울특별시,광진구,남성,특례수급자,19~29세,19
202001,서울특별시,광진구,남성,특례수급자,30~39세,2
202001,서울특별시,광진구,남성,특례수급자,40~49세,9
202001,서울특별시,광진구,남성,특례수급자,50~59세,27
202001,서울특별시,광진구,남성,일반수급자,60~64세,390
202001,서울특별시,광진구,남성,특례수급자,60~64세,19
202001,서울특별시,광진구,남성,특례수급자,65~69세,8
202001,서울특별시,광진구,남성,특례수급자,70~74세,4
202001,서울특별시,광진구,남성,특례수급자,75~79세,4
202001,서울특별시,광진구,남성,특례수급자,80~89세,4
202001,서울특별시,광진구,여성,특례수급자,7~12세,1
202001,서울특별시,광진구,여성,특례수급자,13~15세,1
202001,서울특별시,광진구,여성,특례수급자,16~18세,2
202001,서울특별시,광진구,여성,특례수급자,19~29세,12
202001,서울특별시,광진구,여성,특례수급자,30~39세,2
202001,서울특별시,광진구,여성,특례수급자,40~49세,15
202001,서울특별시,광진구,여성,특례수급자,50~59세,25
202001,서울특별시,광진구,여성,특례수급자,60~64세,9
202001,서울특별시,광진구,여성,특례수급자,65~69세,4
202001,서울특별시,광진구,여성,특례수급자,70~74세,8
202001,서울특별시,광진구,여성,특례수급자,75~79세,8
202001,서울특별시,광진구,여성,특례수급자,80~89세,7
202001,서울특별시,광진구,남성,일반수급자,65~69세,378
202001,서울특별시,광진구,여성,특례수급자,90세이상,1
202001,서울특별시,광진구,남성,일반수급자,70~74세,300
202001,서울특별시,광진구,남성,일반수급자,7~12세,252
202001,서울특별시,광진구,남성,일반수급자,75~79세,217
202001,서울특별시,광진구,남성,일반수급자,80~89세,168
202001,서울특별시,광진구,남성,일반수급자,90세이상,14
202001,서울특별시,광진구,여성,일반수급자,7세미만,78
202001,서울특별시,광진구,여성,일반수급자,7~12세,253
202001,서울특별시,광진구,여성,일반수급자,13~15세,161
202001,서울특별시,광진구,여성,일반수급자,16~18세,205
202001,서울특별시,광진구,여성,일반수급자,19~29세,279
202001,서울특별시,광진구,여성,일반수급자,30~39세,198
202001,서울특별시,광진구,여성,일반수급자,40~49세,426
202001,서울특별시,광진구,남성,일반수급자,13~15세,180
202001,서울특별시,광진구,여성,일반수급자,50~59세,586
202001,서울특별시,광진구,여성,일반수급자,60~64세,374
202001,서울특별시,광진구,여성,일반수급자,65~69세,423
202001,서울특별시,광진구,여성,일반수급자,70~74세,379
202001,서울특별시,광진구,여성,일반수급자,75~79세,439
202001,서울특별시,광진구,여성,일반수급자,80~89세,526
202001,서울특별시,광진구,여성,일반수급자,90세이상,108
202001,서울특별시,광진구,남성,조건부수급자,7세미만,16
202001,서울특별시,광진구,남성,조건부수급자,7~12세,42
202001,서울특별시,광진구,남성,조건부수급자,13~15세,33
202001,서울특별시,광진구,남성,조건부수급자,16~18세,52
202001,서울특별시,광진구,남성,조건부수급자,19~29세,114
202001,서울특별시,광진구,남성,일반수급자,16~18세,214
202001,서울특별시,광진구,남성,조건부수급자,30~39세,16
202001,서울특별시,광진구,남성,조건부수급자,40~49세,79
202001,서울특별시,광진구,남성,조건부수급자,50~59세,174
202001,서울특별시,광진구,남성,조건부수급자,60~64세,90
202001,서울특별시,광진구,남성,조건부수급자,65~69세,15
202001,서울특별시,광진구,남성,일반수급자,7세미만,65
202001,서울특별시,광진구,남성,조건부수급자,70~74세,2
202001,서울특별시,광진구,남성,조건부수급자,75~79세,1
202001,서울특별시,광진구,여성,조건부수급자,7세미만,16
202001,서울특별시,광진구,여성,조건부수급자,7~12세,42
