지역(구),기준년월,가정용데이터,5점_점수화,10점_점수화
은평구,2016.11,"46,510",4,7
은평구,2016.12,"48,346",4,7
은평구,2017.01,"51,891",4,7
은평구,2017.02,"52,863",4,7
은평구,2017.03,"45,970",4,7
은평구,2017.04,"47,613",4,7
은평구,2017.05,"44,309",4,8
은평구,2017.06,"45,095",4,8
은평구,2017.07,"51,124",4,7
은평구,2017.08,"63,471",3,6
은평구,2017.09,"50,594",4,7
은평구,2017.1,"44,407",4,8
은평구,2017.11,"46,772",4,7
은평구,2017.12,"50,114",4,7
은평구,2018.01,"54,382",4,7
은평구,2018.02,"55,021",4,7
은평구,2018.03,"47,085",4,7
은평구,2018.04,"48,088",4,7
은평구,2018.05,"45,170",4,8
은평구,2018.06,"46,677",4,7
은평구,2018.07,"51,420",4,7
은평구,2018.08,"77,765",2,4
은평구,2018.09,"59,165",3,6
은평구,2018.1,"45,208",4,8
은평구,2018.11,"48,215",4,7
은평구,2018.12,"50,357",4,7
은평구,2019.01,"55,051",4,7
은평구,2019.02,"53,823",4,7
은평구,2019.03,"47,058",4,7
은평구,2019.04,"49,456",4,7
은평구,2019.05,"45,895",4,7
은평구,2019.06,"46,844",4,7
은평구,2019.07,"50,465",4,7
은평구,2019.08,"68,224",3,5
은평구,2019.09,"59,401",3,6
은평구,2019.1,"47,210",4,7
은평구,2019.11,"47,883",4,7
은평구,2019.12,"50,851",4,7
종로구,2016.01,"21,892",5,10
종로구,2016.02,"22,013",5,10
종로구,2016.03,"19,578",5,10
종로구,2016.04,"19,076",5,10
종로구,2016.05,"18,126",5,10
종로구,2016.06,"19,598",5,10
종로구,2016.07,"21,641",5,10
종로구,2016.08,"27,572",5,9
종로구,2016.09,"23,153",5,10
종로구,2016.1,"18,537",5,10
종로구,2016.11,"19,405",5,10
종로구,2016.12,"20,457",5,10
종로구,2017.01,"21,898",5,10
종로구,2017.02,"22,003",5,10
종로구,2017.03,"19,150",5,10
종로구,2017.04,"19,334",5,10
종로구,2017.05,"18,190",5,10
종로구,2017.06,"19,418",5,10
종로구,2017.07,"23,238",5,10
종로구,2017.08,"27,015",5,9
종로구,2017.09,"21,520",5,10
종로구,2017.1,"18,494",5,10
종로구,2017.11,"19,267",5,10
종로구,2017.12,"21,361",5,10
종로구,2018.01,"23,098",5,10
종로구,2018.02,"23,129",5,10
종로구,2018.03,"19,244",5,10
종로구,2018.04,"19,213",5,10
종로구,2018.05,"18,236",5,10
종로구,2018.06,"19,717",5,10
종로구,2018.07,"23,012",5,10
종로구,2018.08,"32,747",5,9
종로구,2018.09,"23,551",5,10
종로구,2018.1,"17,651",5,10
종로구,2018.11,"19,850",5,10
종로구,2018.12,"20,735",5,10
종로구,2019.01,"22,682",5,10
종로구,2019.02,"21,472",5,10
종로구,2019.03,"18,884",5,10
종로구,2019.04,"19,411",5,10
종로구,2019.05,"18,193",5,10
종로구,2019.06,"19,307",5,10
종로구,2019.07,"21,845",5,10
종로구,2019.08,"28,186",5,9
종로구,2019.09,"23,578",5,10
종로구,2019.1,"19,049",5,10
종로구,2019.11,"19,007",5,10
종로구,2019.12,"20,567",5,10
중구,2016.01,"16,486",5,10
중구,2016.02,"16,561",5,10
중구,2016.03,"14,775",5,10
중구,2016.04,"14,513",5,10
중구,2016.05,"13,805",5,10
중구,2016.06,"14,843",5,10
중구,2016.07,"16,521",5,10
중구,2016.08,"21,858",5,10
중구,2016.09,"17,616",5,10
중구,2016.1,"14,021",5,10
중구,2016.11,"14,492",5,10
중구,2016.12,"15,296",5,10
중구,2017.01,"16,325",5,10
중구,2017.02,"16,436",5,10
중구,2017.03,"14,395",5,10
중구,2017.04,"14,537",5,10
중구,2017.05,"13,668",5,10
중구,2017.06,"14,400",5,10
중구,2017.07,"17,694",5,10
중구,2017.08,"20,629",5,10
중구,2017.09,"16,071",5,10
중구,2017.1,"13,869",5,10
중구,2017.11,"14,598",5,10
중구,2017.12,"16,196",5,10
중구,2018.01,"17,385",5,10
중구,2018.02,"17,866",5,10
중구,2018.03,"14,628",5,10
중구,2018.04,"14,786",5,10
중구,2018.05,"14,015",5,10
중구,2018.06,"15,187",5,10
중구,2018.07,"17,923",5,10
중구,2018.08,"26,561",5,9
중구,2018.09,"18,487",5,10
중구,2018.1,"14,126",5,10
중구,2018.11,"14,975",5,10
중구,2018.12,"16,075",5,10
중구,2019.01,"17,439",5,10
중구,2019.02,"16,597",5,10
중구,2019.03,"14,831",5,10
중구,2019.04,"15,156",5,10
중구,2019.05,"14,367",5,10
중구,2019.06,"15,145",5,10
중구,2019.07,"17,586",5,10
중구,2019.08,"23,107",5,10
중구,2019.09,"18,482",5,10
중구,2019.1,"15,012",5,10
중구,2019.11,"15,027",5,10
중구,2019.12,"16,246",5,10
중랑구,2016.01,"44,343",4,8
중랑구,2016.02,"45,417",4,7
중랑구,2016.03,"40,315",4,8
중랑구,2016.04,"39,898",4,8
중랑구,2016.05,"37,399",4,8
중랑구,2016.06,"38,921",4,8
중랑구,2016.07,"41,847",4,8
중랑구,2016.08,"55,338",4,7
중랑구,2016.09,"46,796",4,7
중랑구,2016.1,"37,531",4,8
중랑구,2016.11,"39,491",4,8
중랑구,2016.12,"41,337",4,8
중랑구,2017.01,"44,174",4,8
중랑구,2017.02,"44,890",4,8
중랑구,2017.03,"38,639",4,8
중랑구,2017.04,"39,923",4,8
중랑구,2017.05,"37,198",4,8
중랑구,2017.06,"38,047",4,8
중랑구,2017.07,"44,472",4,8
중랑구,2017.08,"53,345",4,7
중랑구,2017.09,"41,826",4,8
중랑구,2017.1,"37,066",4,8
중랑구,2017.11,"39,183",4,8
중랑구,2017.12,"42,385",4,8
중랑구,2018.01,"45,660",4,7
중랑구,2018.02,"46,281",4,7
중랑구,2018.03,"39,063",4,8
중랑구,2018.04,"39,863",4,8
중랑구,2018.05,"37,390",4,8
중랑구,2018.06,"38,919",4,8
중랑구,2018.07,"43,715",4,8
중랑구,2018.08,"68,134",3,5
중랑구,2018.09,"47,121",4,7
중랑구,2018.1,"37,637",4,8
중랑구,2018.11,"38,883",4,8
중랑구,2018.12,"41,504",4,8
중랑구,2019.01,"45,279",4,7
중랑구,2019.02,"43,769",4,8
중랑구,2019.03,"38,451",4,8
중랑구,2019.04,"39,832",4,8
중랑구,2019.05,"37,039",4,8
중랑구,2019.06,"37,908",4,8
중랑구,2019.07,"41,811",4,8
중랑구,2019.08,"55,865",3,6
중랑구,2019.09,"47,280",4,7
중랑구,2019.1,"37,995",4,8
중랑구,2019.11,"38,824",4,8
중랑구,2019.12,"41,370",4,8
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
