지역(구),기준년월,연도,전기요금총액(원),연근로소득(원),월근로소득(원),전기요금지출비율,비율X10000,점수(1-10),점수(1-5)
강동구,202004,2020,"4,997,468,812",,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
강동구,202005,2020,"4,560,367,327",,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
강동구,202006,2020,"5,245,272,009",,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
강동구,202007,2020,"5,234,028,030",,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
강동구,202008,2020,"6,427,274,791",,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
강동구,202009,2020,"7,263,765,610",,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
강동구,202010,2020,"4,635,810,552",,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
강동구,202011,2020,,,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
강동구,202012,2020,,,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
강북구,201601,2016,"4,508,486,415","917,224,000,000","76,435,333,333",0.05898,589.8,6,3
강북구,201602,2016,"4,717,873,996","917,224,000,000","76,435,333,333",0.06172,617.2,7,4
강북구,201603,2016,"3,762,480,530","917,224,000,000","76,435,333,333",0.04922,492.2,5,3
강북구,201604,2016,"3,720,138,660","917,224,000,000","76,435,333,333",0.04867,486.7,5,3
강북구,201605,2016,"3,282,912,388","917,224,000,000","76,435,333,333",0.04295,429.5,5,3
강북구,201606,2016,"3,468,017,308","917,224,000,000","76,435,333,333",0.04537,453.7,5,3
강북구,201607,2016,"3,895,618,884","917,224,000,000","76,435,333,333",0.05097,509.7,6,3
강북구,201608,2016,"6,912,921,932","917,224,000,000","76,435,333,333",0.09044,904.4,10,5
강북구,201609,2016,"2,850,830,325","917,224,000,000","76,435,333,333",0.0373,373,4,2
강북구,201610,2016,"2,913,441,960","917,224,000,000","76,435,333,333",0.03812,381.2,4,2
강북구,201611,2016,"3,565,981,566","917,224,000,000","76,435,333,333",0.04665,466.5,5,3
강북구,201612,2016,"3,647,040,611","917,224,000,000","76,435,333,333",0.04771,477.1,5,3
강북구,201701,2017,"3,779,680,080","972,996,000,000","81,083,000,000",0.04661,466.1,5,3
강북구,201702,2017,"3,922,295,199","972,996,000,000","81,083,000,000",0.04837,483.7,5,3
강북구,201703,2017,"2,947,110,103","972,996,000,000","81,083,000,000",0.03635,363.5,4,2
강북구,201704,2017,"3,212,146,784","972,996,000,000","81,083,000,000",0.03962,396.2,4,2
강북구,201705,2017,"2,806,448,854","972,996,000,000","81,083,000,000",0.03461,346.1,4,2
강북구,201706,2017,"2,892,065,535","972,996,000,000","81,083,000,000",0.03567,356.7,4,2
강북구,201707,2017,"3,620,632,930","972,996,000,000","81,083,000,000",0.04465,446.5,5,3
강북구,201708,2017,"5,144,199,783","972,996,000,000","81,083,000,000",0.06344,634.4,7,4
강북구,201709,2017,"3,480,576,342","972,996,000,000","81,083,000,000",0.04293,429.3,5,3
강북구,201710,2017,"2,798,973,216","972,996,000,000","81,083,000,000",0.03452,345.2,4,2
강북구,201711,2017,"3,096,400,518","972,996,000,000","81,083,000,000",0.03819,381.9,4,2
강북구,201712,2017,"3,501,566,476","972,996,000,000","81,083,000,000",0.04318,431.8,5,3
강북구,201801,2018,"4,054,706,478","1,063,496,000,000","88,624,666,667",0.04575,457.5,5,3
강북구,201802,2018,"4,238,139,675","1,063,496,000,000","88,624,666,667",0.04782,478.2,5,3
강북구,201803,2018,"3,128,506,335","1,063,496,000,000","88,624,666,667",0.0353,353,4,2
강북구,201804,2018,"3,238,754,454","1,063,496,000,000","88,624,666,667",0.03654,365.4,4,2
강북구,201805,2018,"2,855,215,881","1,063,496,000,000","88,624,666,667",0.03222,322.2,4,2
강북구,201806,2018,"3,020,417,868","1,063,496,000,000","88,624,666,667",0.03408,340.8,4,2
강북구,201807,2018,"3,540,592,976","1,063,496,000,000","88,624,666,667",0.03995,399.5,4,2
강북구,201808,2018,"6,435,561,000","1,063,496,000,000","88,624,666,667",0.07262,726.2,8,4
강북구,201809,2018,"3,257,279,523","1,063,496,000,000","88,624,666,667",0.03675,367.5,4,2
강북구,201810,2018,"2,760,030,840","1,063,496,000,000","88,624,666,667",0.03114,311.4,4,2
강북구,201811,2018,"3,102,898,590","1,063,496,000,000","88,624,666,667",0.03501,350.1,4,2
강북구,201812,2018,"3,338,535,225","1,063,496,000,000","88,624,666,667",0.03767,376.7,4,2
강북구,201901,2019,"3,916,701,725","1,125,110,000,000","93,759,166,667",0.04177,417.7,5,3
강북구,201902,2019,"3,801,609,792","1,125,110,000,000","93,759,166,667",0.04055,405.5,5,3
강북구,201903,2019,"2,888,621,080","1,125,110,000,000","93,759,166,667",0.03081,308.1,4,2
강북구,201904,2019,"3,200,684,720","1,125,110,000,000","93,759,166,667",0.03414,341.4,4,2
강북구,201905,2019,"2,765,695,371","1,125,110,000,000","93,759,166,667",0.0295,295,3,2
강북구,201906,2019,"2,843,177,476","1,125,110,000,000","93,759,166,667",0.03032,303.2,4,2
강북구,201907,2019,"2,966,046,398","1,125,110,000,000","93,759,166,667",0.03163,316.3,4,2
강북구,201908,2019,"4,489,618,101","1,125,110,000,000","93,759,166,667",0.04788,478.8,5,3
강북구,201909,2019,"3,850,424,105","1,125,110,000,000","93,759,166,667",0.04107,410.7,5,3
강북구,201910,2019,"2,867,290,250","1,125,110,000,000","93,759,166,667",0.03058,305.8,4,2
강북구,201911,2019,"3,013,145,880","1,125,110,000,000","93,759,166,667",0.03214,321.4,4,2
강북구,201912,2019,"3,326,381,908","1,125,110,000,000","93,759,166,667",0.03548,354.8,4,2
강북구,202001,2020,"3,818,662,332",,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
강북구,202002,2020,"3,825,131,310",,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
강북구,202003,2020,"3,335,964,455",,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
강북구,202004,2020,"3,427,910,777",,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
강북구,202005,2020,"3,034,627,470",,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
강북구,202006,2020,"3,256,762,520",,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
강북구,202007,2020,"3,364,504,720",,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
강북구,202008,2020,"3,702,593,262",,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
강북구,202009,2020,"4,643,258,675",,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
강북구,202010,2020,"2,993,090,793",,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
강북구,202011,2020,,,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
강북구,202012,2020,,,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
강서구,201601,2016,"7,832,951,624","6,845,960,000,000","570,496,666,667",0.01373,137.3,2,1
강서구,201602,2016,"8,055,625,644","6,845,960,000,000","570,496,666,667",0.01412,141.2,2,1
강서구,201603,2016,"6,543,374,640","6,845,960,000,000","570,496,666,667",0.01147,114.7,2,1
강서구,201604,2016,"6,615,532,928","6,845,960,000,000","570,496,666,667",0.0116,116,2,1
강서구,201605,2016,"5,904,235,779","6,845,960,000,000","570,496,666,667",0.01035,103.5,2,1
강서구,201606,2016,"6,267,541,436","6,845,960,000,000","570,496,666,667",0.01099,109.9,2,1
강서구,201607,2016,"7,283,762,200","6,845,960,000,000","570,496,666,667",0.01277,127.7,2,1
강서구,201608,2016,"13,848,545,700","6,845,960,000,000","570,496,666,667",0.02427,242.7,3,2
강서구,201609,2016,"5,037,573,408","6,845,960,000,000","570,496,666,667",0.00883,88.3,1,1
강서구,201610,2016,"5,429,148,195","6,845,960,000,000","570,496,666,667",0.00952,95.2,1,1
강서구,201611,2016,"6,495,707,551","6,845,960,000,000","570,496,666,667",0.01139,113.9,2,1
강서구,201612,2016,"6,517,338,240","6,845,960,000,000","570,496,666,667",0.01142,114.2,2,1
강서구,201701,2017,"6,679,789,209","8,009,447,000,000","667,453,916,667",0.01001,100.1,2,1
강서구,201702,2017,"6,806,275,749","8,009,447,000,000","667,453,916,667",0.0102,102,2,1
강서구,201703,2017,"5,369,580,086","8,009,447,000,000","667,453,916,667",0.00804,80.4,1,1
강서구,201704,2017,"5,858,263,668","8,009,447,000,000","667,453,916,667",0.00878,87.8,1,1
강서구,201705,2017,"5,257,683,364","8,009,447,000,000","667,453,916,667",0.00788,78.8,1,1
강서구,201706,2017,"5,482,266,920","8,009,447,000,000","667,453,916,667",0.00821,82.1,1,1
강서구,201707,2017,"7,096,783,518","8,009,447,000,000","667,453,916,667",0.01063,106.3,2,1
강서구,201708,2017,"10,339,492,158","8,009,447,000,000","667,453,916,667",0.01549,154.9,2,1
강서구,201709,2017,"6,616,658,972","8,009,447,000,000","667,453,916,667",0.00991,99.1,1,1
강서구,201710,2017,"5,332,521,087","8,009,447,000,000","667,453,916,667",0.00799,79.9,1,1
강서구,201711,2017,"5,766,875,723","8,009,447,000,000","667,453,916,667",0.00864,86.4,1,1
강서구,201712,2017,"6,346,060,226","8,009,447,000,000","667,453,916,667",0.00951,95.1,1,1
강서구,201801,2018,"7,092,321,984","8,835,631,000,000","736,302,583,333",0.00963,96.3,1,1
강서구,201802,2018,"7,257,132,256","8,835,631,000,000","736,302,583,333",0.00986,98.6,1,1
강서구,201803,2018,"5,635,809,868","8,835,631,000,000","736,302,583,333",0.00765,76.5,1,1
강서구,201804,2018,"5,984,304,942","8,835,631,000,000","736,302,583,333",0.00813,81.3,1,1
강서구,201805,2018,"5,411,615,468","8,835,631,000,000","736,302,583,333",0.00735,73.5,1,1
강서구,201806,2018,"5,742,471,082","8,835,631,000,000","736,302,583,333",0.0078,78,1,1
강서구,201807,2018,"6,993,299,124","8,835,631,000,000","736,302,583,333",0.0095,95,1,1
강서구,201808,2018,"12,252,623,112","8,835,631,000,000","736,302,583,333",0.01664,166.4,2,1
강서구,201809,2018,"6,431,357,500","8,835,631,000,000","736,302,583,333",0.00873,87.3,1,1
강서구,201810,2018,"5,259,569,813","8,835,631,000,000","736,302,583,333",0.00714,71.4,1,1
강서구,201811,2018,"5,637,900,840","8,835,631,000,000","736,302,583,333",0.00766,76.6,1,1
강서구,201812,2018,"6,159,664,095","8,835,631,000,000","736,302,583,333",0.00837,83.7,1,1
강서구,201901,2019,"6,970,573,568","10,382,464,000,000","865,205,333,333",0.00806,80.6,1,1
강서구,201902,2019,"6,663,466,275","10,382,464,000,000","865,205,333,333",0.0077,77,1,1
강서구,201903,2019,"5,425,708,897","10,382,464,000,000","865,205,333,333",0.00627,62.7,1,1
강서구,201904,2019,"5,947,779,318","10,382,464,000,000","865,205,333,333",0.00687,68.7,1,1
강서구,201905,2019,"5,259,443,535","10,382,464,000,000","865,205,333,333",0.00608,60.8,1,1
강서구,201906,2019,"5,453,806,247","10,382,464,000,000","865,205,333,333",0.0063,63,1,1
강서구,201907,2019,"5,871,819,776","10,382,464,000,000","865,205,333,333",0.00679,67.9,1,1
강서구,201908,2019,"8,976,373,582","10,382,464,000,000","865,205,333,333",0.01037,103.7,2,1
강서구,201909,2019,"7,750,719,442","10,382,464,000,000","865,205,333,333",0.00896,89.6,1,1
강서구,201910,2019,"5,604,417,984","10,382,464,000,000","865,205,333,333",0.00648,64.8,1,1
강서구,201911,2019,"5,611,364,550","10,382,464,000,000","865,205,333,333",0.00649,64.9,1,1
강서구,201912,2019,"6,104,625,275","10,382,464,000,000","865,205,333,333",0.00706,70.6,1,1
강서구,202001,2020,"6,846,489,113",,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
강서구,202002,2020,"6,838,739,280",,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
강서구,202003,2020,"6,256,697,410",,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
강서구,202004,2020,"6,421,585,615",,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
강서구,202005,2020,"5,748,765,000",,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
강서구,202006,2020,"6,193,526,196",,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
강서구,202007,2020,"6,418,114,156",,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
강서구,202008,2020,"7,454,171,808",,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
강서구,202009,2020,"9,134,550,674",,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
강서구,202010,2020,"5,816,084,050",,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
강서구,202011,2020,"6,069,857,283",,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
강서구,202012,2020,"6,703,735,500",,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
관악구,201601,2016,"6,784,222,220","2,169,458,000,000","180,788,166,667",0.03753,375.3,4,2
관악구,201602,2016,"7,113,182,944","2,169,458,000,000","180,788,166,667",0.03935,393.5,4,2
관악구,201603,2016,"5,669,611,054","2,169,458,000,000","180,788,166,667",0.03136,313.6,4,2
관악구,201604,2016,"5,690,523,209","2,169,458,000,000","180,788,166,667",0.03148,314.8,4,2
관악구,201605,2016,"5,021,887,010","2,169,458,000,000","180,788,166,667",0.02778,277.8,3,2
관악구,201606,2016,"5,377,015,800","2,169,458,000,000","180,788,166,667",0.02974,297.4,3,2
관악구,201607,2016,"6,154,072,851","2,169,458,000,000","180,788,166,667",0.03404,340.4,4,2
관악구,201608,2016,"10,447,223,238","2,169,458,000,000","180,788,166,667",0.05779,577.9,6,3
관악구,201609,2016,"4,281,964,063","2,169,458,000,000","180,788,166,667",0.02368,236.8,3,2
관악구,201610,2016,"4,653,874,776","2,169,458,000,000","180,788,166,667",0.02574,257.4,3,2
관악구,201611,2016,"5,487,279,096","2,169,458,000,000","180,788,166,667",0.03035,303.5,4,2
관악구,201612,2016,"5,538,795,120","2,169,458,000,000","180,788,166,667",0.03064,306.4,4,2
관악구,201701,2017,"5,773,179,582","2,223,689,000,000","185,307,416,667",0.03115,311.5,4,2
관악구,201702,2017,"5,935,939,130","2,223,689,000,000","185,307,416,667",0.03203,320.3,4,2
관악구,201703,2017,"4,495,839,696","2,223,689,000,000","185,307,416,667",0.02426,242.6,3,2
관악구,201704,2017,"4,895,460,921","2,223,689,000,000","185,307,416,667",0.02642,264.2,3,2
관악구,201705,2017,"4,305,126,910","2,223,689,000,000","185,307,416,667",0.02323,232.3,3,2
관악구,201706,2017,"4,524,353,652","2,223,689,000,000","185,307,416,667",0.02442,244.2,3,2
관악구,201707,2017,"5,806,700,336","2,223,689,000,000","185,307,416,667",0.03134,313.4,4,2
관악구,201708,2017,"8,043,985,576","2,223,689,000,000","185,307,416,667",0.04341,434.1,5,3
관악구,201709,2017,"5,428,477,040","2,223,689,000,000","185,307,416,667",0.02929,292.9,3,2
관악구,201710,2017,"4,326,119,049","2,223,689,000,000","185,307,416,667",0.02335,233.5,3,2
관악구,201711,2017,"4,749,286,134","2,223,689,000,000","185,307,416,667",0.02563,256.3,3,2
관악구,201712,2017,"5,322,342,478","2,223,689,000,000","185,307,416,667",0.02872,287.2,3,2
관악구,201801,2018,"6,034,526,100","2,354,421,000,000","196,201,750,000",0.03076,307.6,4,2
관악구,201802,2018,"6,283,925,560","2,354,421,000,000","196,201,750,000",0.03203,320.3,4,2
관악구,201803,2018,"4,620,946,980","2,354,421,000,000","196,201,750,000",0.02355,235.5,3,2
관악구,201804,2018,"4,862,846,646","2,354,421,000,000","196,201,750,000",0.02478,247.8,3,2
관악구,201805,2018,"4,347,204,147","2,354,421,000,000","196,201,750,000",0.02216,221.6,3,2
관악구,201806,2018,"4,691,113,097","2,354,421,000,000","196,201,750,000",0.02391,239.1,3,2
관악구,201807,2018,"5,709,745,600","2,354,421,000,000","196,201,750,000",0.0291,291,3,2
관악구,201808,2018,"9,909,954,418","2,354,421,000,000","196,201,750,000",0.05051,505.1,6,3
관악구,201809,2018,"5,411,317,646","2,354,421,000,000","196,201,750,000",0.02758,275.8,3,2
관악구,201810,2018,"4,278,588,825","2,354,421,000,000","196,201,750,000",0.02181,218.1,3,2
관악구,201811,2018,"4,745,102,256","2,354,421,000,000","196,201,750,000",0.02418,241.8,3,2
관악구,201812,2018,"5,085,751,995","2,354,421,000,000","196,201,750,000",0.02592,259.2,3,2
관악구,201901,2019,"5,927,624,640","2,521,913,000,000","210,159,416,667",0.02821,282.1,3,2
관악구,201902,2019,"5,716,414,177","2,521,913,000,000","210,159,416,667",0.0272,272,3,2
관악구,201903,2019,"4,386,395,002","2,521,913,000,000","210,159,416,667",0.02087,208.7,3,2
관악구,201904,2019,"4,868,898,530","2,521,913,000,000","210,159,416,667",0.02317,231.7,3,2
관악구,201905,2019,"4,243,936,151","2,521,913,000,000","210,159,416,667",0.02019,201.9,3,1
관악구,201906,2019,"4,507,972,632","2,521,913,000,000","210,159,416,667",0.02145,214.5,3,2
관악구,201907,2019,"4,754,338,160","2,521,913,000,000","210,159,416,667",0.02262,226.2,3,2
관악구,201908,2019,"7,414,163,544","2,521,913,000,000","210,159,416,667",0.03528,352.8,4,2
관악구,201909,2019,"6,188,854,800","2,521,913,000,000","210,159,416,667",0.02945,294.5,3,2
관악구,201910,2019,"4,538,233,050","2,521,913,000,000","210,159,416,667",0.02159,215.9,3,2
관악구,201911,2019,"4,644,140,256","2,521,913,000,000","210,159,416,667",0.0221,221,3,2
관악구,201912,2019,"5,057,973,756","2,521,913,000,000","210,159,416,667",0.02407,240.7,3,2
관악구,202001,2020,"5,731,949,854",,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
관악구,202002,2020,"5,748,962,547",,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
관악구,202003,2020,"5,107,076,608",,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
관악구,202004,2020,"5,265,059,220",,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
관악구,202005,2020,"4,654,177,380",,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
관악구,202006,2020,"5,098,780,986",,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
관악구,202007,2020,"5,271,514,330",,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
관악구,202008,2020,"6,158,075,454",,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
관악구,202009,2020,"7,421,907,360",,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
관악구,202010,2020,"4,705,559,658",,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
관악구,202011,2020,"4,958,551,239",,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
관악구,202012,2020,"5,520,151,029",,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
광진구,201601,2016,"5,173,884,170","2,436,690,000,000","203,057,500,000",0.02548,254.8,3,2
광진구,201602,2016,"5,298,084,206","2,436,690,000,000","203,057,500,000",0.02609,260.9,3,2
광진구,201603,2016,"4,241,582,411","2,436,690,000,000","203,057,500,000",0.02089,208.9,3,2
광진구,201604,2016,"4,238,678,612","2,436,690,000,000","203,057,500,000",0.02087,208.7,3,2
광진구,201605,2016,"3,800,195,256","2,436,690,000,000","203,057,500,000",0.01871,187.1,2,1
광진구,201606,2016,"4,293,971,200","2,436,690,000,000","203,057,500,000",0.02115,211.5,3,2
광진구,201607,2016,"5,255,551,444","2,436,690,000,000","203,057,500,000",0.02588,258.8,3,2
광진구,201608,2016,"9,838,191,915","2,436,690,000,000","203,057,500,000",0.04845,484.5,5,3
광진구,201609,2016,"3,509,036,563","2,436,690,000,000","203,057,500,000",0.01728,172.8,2,1
광진구,201610,2016,"3,574,249,728","2,436,690,000,000","203,057,500,000",0.0176,176,2,1
광진구,201611,2016,"4,137,483,356","2,436,690,000,000","203,057,500,000",0.02038,203.8,3,2
광진구,201612,2016,"4,141,660,878","2,436,690,000,000","203,057,500,000",0.0204,204,3,2
광진구,201701,2017,"4,280,560,203","2,486,244,000,000","207,187,000,000",0.02066,206.6,3,2
광진구,201702,2017,"4,339,512,773","2,486,244,000,000","207,187,000,000",0.02094,209.4,3,2
광진구,201703,2017,"3,375,658,518","2,486,244,000,000","207,187,000,000",0.01629,162.9,2,1
광진구,201704,2017,"3,633,767,740","2,486,244,000,000","207,187,000,000",0.01754,175.4,2,1
광진구,201705,2017,"3,243,623,580","2,486,244,000,000","207,187,000,000",0.01566,156.6,2,1
광진구,201706,2017,"3,454,503,790","2,486,244,000,000","207,187,000,000",0.01667,166.7,2,1
광진구,201707,2017,"4,904,903,376","2,486,244,000,000","207,187,000,000",0.02367,236.7,3,2
광진구,201708,2017,"6,618,270,636","2,486,244,000,000","207,187,000,000",0.03194,319.4,4,2
광진구,201709,2017,"4,179,042,975","2,486,244,000,000","207,187,000,000",0.02017,201.7,3,1
광진구,201710,2017,"3,282,726,975","2,486,244,000,000","207,187,000,000",0.01584,158.4,2,1
광진구,201711,2017,"3,552,561,210","2,486,244,000,000","207,187,000,000",0.01715,171.5,2,1
광진구,201712,2017,"4,015,312,574","2,486,244,000,000","207,187,000,000",0.01938,193.8,2,1
광진구,201801,2018,"4,538,326,982","2,615,759,000,000","217,979,916,667",0.02082,208.2,3,2
광진구,201802,2018,"4,628,442,686","2,615,759,000,000","217,979,916,667",0.02123,212.3,3,2
광진구,201803,2018,"3,473,433,586","2,615,759,000,000","217,979,916,667",0.01593,159.3,2,1
광진구,201804,2018,"3,652,435,577","2,615,759,000,000","217,979,916,667",0.01676,167.6,2,1
광진구,201805,2018,"3,292,958,706","2,615,759,000,000","217,979,916,667",0.01511,151.1,2,1
광진구,201806,2018,"3,661,443,641","2,615,759,000,000","217,979,916,667",0.0168,168,2,1
광진구,201807,2018,"4,865,025,031","2,615,759,000,000","217,979,916,667",0.02232,223.2,3,2
광진구,201808,2018,"8,592,457,230","2,615,759,000,000","217,979,916,667",0.03942,394.2,4,2
광진구,201809,2018,"4,210,422,872","2,615,759,000,000","217,979,916,667",0.01932,193.2,2,1
광진구,201810,2018,"3,232,902,456","2,615,759,000,000","217,979,916,667",0.01483,148.3,2,1
광진구,201811,2018,"3,555,509,602","2,615,759,000,000","217,979,916,667",0.01631,163.1,2,1
광진구,201812,2018,"3,860,999,079","2,615,759,000,000","217,979,916,667",0.01771,177.1,2,1
광진구,201901,2019,"4,429,912,512","2,803,330,000,000","233,610,833,333",0.01896,189.6,2,1
광진구,201902,2019,"4,250,876,004","2,803,330,000,000","233,610,833,333",0.0182,182,2,1
광진구,201903,2019,"3,328,987,952","2,803,330,000,000","233,610,833,333",0.01425,142.5,2,1
광진구,201904,2019,"3,683,373,386","2,803,330,000,000","233,610,833,333",0.01577,157.7,2,1
광진구,201905,2019,"3,253,639,200","2,803,330,000,000","233,610,833,333",0.01393,139.3,2,1
광진구,201906,2019,"3,519,467,928","2,803,330,000,000","233,610,833,333",0.01507,150.7,2,1
광진구,201907,2019,"3,885,440,442","2,803,330,000,000","233,610,833,333",0.01663,166.3,2,1
광진구,201908,2019,"6,234,251,937","2,803,330,000,000","233,610,833,333",0.02669,266.9,3,2
광진구,201909,2019,"4,878,978,660","2,803,330,000,000","233,610,833,333",0.02089,208.9,3,2
광진구,201910,2019,"3,483,829,110","2,803,330,000,000","233,610,833,333",0.01491,149.1,2,1
광진구,201911,2019,"3,428,783,146","2,803,330,000,000","233,610,833,333",0.01468,146.8,2,1
광진구,201912,2019,"3,813,058,162","2,803,330,000,000","233,610,833,333",0.01632,163.2,2,1
광진구,202001,2020,"4,298,963,270",,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
광진구,202002,2020,"4,237,977,018",,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
광진구,202003,2020,"3,932,777,105",,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
광진구,202004,2020,"3,954,179,544",,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
광진구,202005,2020,"3,533,670,675",,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
광진구,202006,2020,"4,081,985,042",,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
광진구,202007,2020,"4,389,581,934",,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
광진구,202008,2020,"5,047,829,642",,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
광진구,202009,2020,"5,835,044,919",,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
광진구,202010,2020,"3,573,814,416",,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
광진구,202011,2020,"3,743,132,497",,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
광진구,202012,2020,"4,226,721,344",,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
구로구,201601,2016,"5,942,768,370","5,805,981,000,000","483,831,750,000",0.01228,122.8,2,1
구로구,201602,2016,"6,073,854,800","5,805,981,000,000","483,831,750,000",0.01255,125.5,2,1
구로구,201603,2016,"4,929,730,456","5,805,981,000,000","483,831,750,000",0.01019,101.9,2,1
구로구,201604,2016,"4,881,062,348","5,805,981,000,000","483,831,750,000",0.01009,100.9,2,1
구로구,201605,2016,"4,383,631,962","5,805,981,000,000","483,831,750,000",0.00906,90.6,1,1
구로구,201606,2016,"4,663,501,332","5,805,981,000,000","483,831,750,000",0.00964,96.4,1,1
구로구,201607,2016,"5,462,627,235","5,805,981,000,000","483,831,750,000",0.01129,112.9,2,1
구로구,201608,2016,"9,764,785,096","5,805,981,000,000","483,831,750,000",0.02018,201.8,3,1
구로구,201609,2016,"3,740,934,576","5,805,981,000,000","483,831,750,000",0.00773,77.3,1,1
구로구,201610,2016,"4,024,074,970","5,805,981,000,000","483,831,750,000",0.00832,83.2,1,1
구로구,201611,2016,"4,789,800,400","5,805,981,000,000","483,831,750,000",0.0099,99,1,1
구로구,201612,2016,"4,854,404,046","5,805,981,000,000","483,831,750,000",0.01003,100.3,2,1
구로구,201701,2017,"5,018,876,415","6,095,374,000,000","507,947,833,333",0.00988,98.8,1,1
구로구,201702,2017,"5,120,663,558","6,095,374,000,000","507,947,833,333",0.01008,100.8,2,1
구로구,201703,2017,"4,005,420,484","6,095,374,000,000","507,947,833,333",0.00789,78.9,1,1
구로구,201704,2017,"4,302,872,457","6,095,374,000,000","507,947,833,333",0.00847,84.7,1,1
구로구,201705,2017,"3,842,819,288","6,095,374,000,000","507,947,833,333",0.00757,75.7,1,1
구로구,201706,2017,"4,015,041,810","6,095,374,000,000","507,947,833,333",0.0079,79,1,1
구로구,201707,2017,"5,240,778,664","6,095,374,000,000","507,947,833,333",0.01032,103.2,2,1
구로구,201708,2017,"7,406,630,640","6,095,374,000,000","507,947,833,333",0.01458,145.8,2,1
구로구,201709,2017,"4,721,238,750","6,095,374,000,000","507,947,833,333",0.00929,92.9,1,1
구로구,201710,2017,"3,885,107,028","6,095,374,000,000","507,947,833,333",0.00765,76.5,1,1
구로구,201711,2017,"4,215,803,088","6,095,374,000,000","507,947,833,333",0.0083,83,1,1
구로구,201712,2017,"4,703,368,400","6,095,374,000,000","507,947,833,333",0.00926,92.6,1,1
구로구,201801,2018,"5,288,766,510","6,322,652,000,000","526,887,666,667",0.01004,100.4,2,1
구로구,201802,2018,"5,416,132,945","6,322,652,000,000","526,887,666,667",0.01028,102.8,2,1
구로구,201803,2018,"4,131,690,108","6,322,652,000,000","526,887,666,667",0.00784,78.4,1,1
