강남구,강동구,강북구,강서구,관악구,광진구,구로구,금천구,노원구,도봉구,동대문구,동작구,마포구,서대문구,서초구,성동구,성북구,송파구,양천구,영등포구,용산구,은평구,종로구,중구,중랑구
4.666666666666667,7.583333333333333,8.666666666666666,5.666666666666667,6.666666666666667,8.083333333333334,7.416666666666667,9.666666666666666,6.416666666666667,8.583333333333334,7.833333333333333,7.833333333333333,7.5,8.5,6.416666666666667,8.75,7.083333333333333,5.0,6.75,7.416666666666667,8.666666666666666,7.0,9.916666666666666,10.0,7.75
5.083333333333333,7.583333333333333,8.833333333333334,5.5,6.666666666666667,8.25,7.416666666666667,9.5,6.5,8.583333333333334,7.916666666666667,7.916666666666667,7.416666666666667,8.583333333333334,6.5,8.416666666666666,7.333333333333333,5.166666666666667,6.916666666666667,7.416666666666667,8.833333333333334,7.166666666666667,9.916666666666666,10.0,7.916666666666667
4.916666666666667,7.416666666666667,8.583333333333334,5.333333333333333,6.416666666666667,8.0,7.333333333333333,9.416666666666666,6.416666666666667,8.416666666666666,7.666666666666667,7.75,7.333333333333333,8.416666666666666,6.333333333333333,8.416666666666666,7.25,4.5,6.666666666666667,7.333333333333333,8.5,6.833333333333333,9.916666666666666,9.916666666666666,7.5
4.833333333333333,7.5,8.666666666666666,5.333333333333333,6.583333333333333,8.083333333333334,7.416666666666667,9.416666666666666,6.583333333333333,8.583333333333334,7.833333333333333,7.75,7.416666666666667,8.416666666666666,6.416666666666667,8.5,7.083333333333333,4.416666666666667,6.75,7.416666666666667,8.666666666666666,6.75,9.916666666666666,10.0,7.666666666666667
