년월,시군구,년월,월전기요금total(원),월근로소득(원),전기요금/근로소득(%),ratio_score,score,연도,월
201612,구로구,201612,4854404046.0,483831750000.0,0.010033248223168487,100.33248223168486,2,2016,12
201601,금천구,201601,3177042960.0,509695500000.0,0.006233217597565606,62.33217597565606,1,2016,01
201602,금천구,201602,3260037000.0000005,509695500000.0,0.0063960482287954284,63.960482287954285,1,2016,02
201603,금천구,201603,2618471702.0,509695500000.0,0.0051373255247495805,51.373255247495806,1,2016,03
201604,금천구,201604,2570112278.0,509695500000.0,0.005042446476376581,50.42446476376581,1,2016,04
201605,금천구,201605,2277673200.0,509695500000.0,0.0044686939555087304,44.68693955508731,1,2016,05
201606,금천구,201606,2423771136.0,509695500000.0,0.004755331636241638,47.55331636241638,1,2016,06
201607,금천구,201607,2800423935.0000005,509695500000.0,0.00549430774844981,54.943077484498104,1,2016,07
201608,금천구,201608,5020487547.0,509695500000.0,0.009849974243445352,98.49974243445351,1,2016,08
201609,금천구,201609,1917342098.0,509695500000.0,0.0037617402900359137,37.61740290035914,1,2016,09
201610,금천구,201610,2134254110.9999998,509695500000.0,0.00418731205396163,41.873120539616295,1,2016,10
201611,금천구,201611,2523232180.0,509695500000.0,0.004950469800106142,49.50469800106142,1,2016,11
201612,금천구,201612,2558838735.000001,509695500000.0,0.005020328284240298,50.20328284240298,1,2016,12
201601,노원구,201601,6987401954.000001,172476750000.0,0.040512138325890304,405.12138325890305,5,2016,01
201602,노원구,201602,7131637683.0,172476750000.0,0.0413484001930695,413.484001930695,5,2016,02
201603,노원구,201603,5808436675.0,172476750000.0,0.033676635691477254,336.76635691477253,4,2016,03
201604,노원구,201604,5824023679.999998,172476750000.0,0.033767007321276625,337.6700732127662,4,2016,04
201605,노원구,201605,5184335899.000001,172476750000.0,0.030058172472521665,300.58172472521665,4,2016,05
201606,노원구,201606,5510178465.0,172476750000.0,0.03194736951502159,319.4736951502159,4,2016,06
201607,노원구,201607,6164632536.0,172476750000.0,0.035741817584109166,357.4181758410917,4,2016,07
201608,노원구,201608,9633121099.0,172476750000.0,0.05585170812297889,558.5170812297889,6,2016,08
201609,노원구,201609,4874581820.0,172476750000.0,0.028262254593735096,282.62254593735094,3,2016,09
201610,노원구,201610,4633650528.0,172476750000.0,0.026865363175036634,268.65363175036634,3,2016,10
201611,노원구,201611,5675637000.000002,172476750000.0,0.032906678726263114,329.0667872626311,4,2016,11
201612,노원구,201612,5783590944.0,172476750000.0,0.03353258305249838,335.32583052498376,4,2016,12
201601,도봉구,201601,4810255821.0,88898583333.33333,0.054109476671450524,541.0947667145052,6,2016,01
201602,도봉구,201602,4925618520.0,88898583333.33333,0.055407165506012004,554.0716550601201,6,2016,02
201603,도봉구,201603,3949334430.0,88898583333.33333,0.044425167217700325,444.25167217700323,5,2016,03
201604,도봉구,201604,3953078415.0,88898583333.33333,0.04446728245575717,444.67282455757174,5,2016,04
201605,도봉구,201605,3462608820.0000005,88898583333.33333,0.03895010122958466,389.5010122958466,4,2016,05
201606,도봉구,201606,3685259799.0000005,88898583333.33333,0.04145465159081088,414.5465159081088,5,2016,06
201607,도봉구,201607,4189645356.0,88898583333.33333,0.04712837031711229,471.2837031711229,5,2016,07
201608,도봉구,201608,6901661764.0,88898583333.33333,0.0776352277529732,776.352277529732,8,2016,08
201609,도봉구,201609,3067589877.000001,88898583333.33333,0.03450662273770768,345.0662273770768,4,2016,09
201610,도봉구,201610,3145162752.0,88898583333.33333,0.035379222413555525,353.7922241355553,4,2016,10
201611,도봉구,201611,3830075926.0,88898583333.33333,0.0430836553563377,430.836553563377,5,2016,11
201612,도봉구,201612,3882487917.0000005,88898583333.33333,0.04367322595504428,436.73225955044285,5,2016,12
201601,동대문구,201601,5260802430.0,243209916666.66666,0.02163070693046713,216.3070693046713,3,2016,01
201602,동대문구,201602,5502598322.0,243209916666.66666,0.022624892921375536,226.24892921375536,3,2016,02
201603,동대문구,201603,4392883188.000001,243209916666.66666,0.018062105559703404,180.62105559703403,2,2016,03
201604,동대문구,201604,4330398015.000002,243209916666.66666,0.017805186870464104,178.05186870464104,2,2016,04
201605,동대문구,201605,3851512044.0,243209916666.66666,0.015836163659719193,158.36163659719193,2,2016,05
201606,동대문구,201606,4195120140.0,243209916666.66666,0.017248968288368176,172.48968288368175,2,2016,06
201607,동대문구,201607,4880413856.0,243209916666.66666,0.020066672950218932,200.66672950218933,3,2016,07
201608,동대문구,201608,8949630288.0,243209916666.66666,0.036797966179421826,367.97966179421826,4,2016,08
201609,동대문구,201609,3447534060.0,243209916666.66666,0.014175137705116877,141.75137705116876,2,2016,09
201610,동대문구,201610,3541798360.0,243209916666.66666,0.01456272181884031,145.6272181884031,2,2016,10
201611,동대문구,201611,4145865592.0,243209916666.66666,0.01704644962188014,170.4644962188014,2,2016,11
201612,동대문구,201612,4272043358.9999986,243209916666.66666,0.017565251522433118,175.65251522433118,2,2016,12
201601,동작구,201601,5460105640.000002,246464916666.66666,0.022153683022499156,221.53683022499155,3,2016,01
201602,동작구,201602,5648968329.0,246464916666.66666,0.022919969322205764,229.19969322205765,3,2016,02
201603,동작구,201603,4544270294.999998,246464916666.66666,0.018437797786635617,184.37797786635616,2,2016,03
201604,동작구,201604,4639120590.0,246464916666.66666,0.018822640774768824,188.22640774768823,2,2016,04
201605,동작구,201605,4141744101.0,246464916666.66666,0.016804599035900647,168.04599035900648,2,2016,05
201606,동작구,201606,4466334186.999999,246464916666.66666,0.018121581957405025,181.21581957405024,2,2016,06
201607,동작구,201607,5164758248.0,246464916666.66666,0.02095534860641085,209.5534860641085,3,2016,07
201608,동작구,201608,9359035504.000002,246464916666.66666,0.037973094226054493,379.7309422605449,4,2016,08
201609,동작구,201609,3829216770.0000005,246464916666.66666,0.015536559206026283,155.36559206026283,2,2016,09
201610,동작구,201610,3833484365.0,246464916666.66666,0.0155538744290516,155.538744290516,2,2016,10
201611,동작구,201611,4502877134.0,246464916666.66666,0.018269850309323946,182.69850309323945,2,2016,11
201612,동작구,201612,4504831665.000002,246464916666.66666,0.01827778056985123,182.77780569851228,2,2016,12
201601,마포구,201601,5595357856.000001,658228750000.0,0.008500628172196977,85.00628172196977,1,2016,01
201602,마포구,201602,5734558728.0,658228750000.0,0.008712106130277657,87.12106130277657,1,2016,02
201603,마포구,201603,4580430720.0,658228750000.0,0.006958721751366831,69.5872175136683,1,2016,03
201604,마포구,201604,4591066800.000001,658228750000.0,0.006974880389226391,69.74880389226391,1,2016,04
201605,마포구,201605,4141532538.0000005,658228750000.0,0.006291935042339005,62.91935042339005,1,2016,05
201606,마포구,201606,4741360833.0,658228750000.0,0.0072032113957343855,72.03211395734385,1,2016,06
201607,마포구,201607,5770136634.0,658228750000.0,0.008766157105717428,87.66157105717429,1,2016,07
201608,마포구,201608,10925277120.0,658228750000.0,0.016597994420632645,165.97994420632645,2,2016,08
201609,마포구,201609,3890674026.0,658228750000.0,0.005910823594381133,59.10823594381133,1,2016,09
201610,마포구,201610,4149981700.9999995,658228750000.0,0.006304771253154773,63.04771253154773,1,2016,10
201611,마포구,201611,4514541408.0,658228750000.0,0.006858620818370513,68.58620818370512,1,2016,11
201612,마포구,201612,4184034720.0000005,658228750000.0,0.0063565055765188025,63.56505576518803,1,2016,12
201601,서대문구,201601,4626159030.0,266935250000.0,0.01733064115735932,173.3064115735932,2,2016,01
201602,서대문구,201602,4711243768.0,266935250000.0,0.017649387887137425,176.49387887137425,2,2016,02
201603,서대문구,201603,3825155352.0,266935250000.0,0.01432989967417192,143.2989967417192,2,2016,03
201604,서대문구,201604,3781876236.0,266935250000.0,0.014167766287891913,141.67766287891914,2,2016,04
201605,서대문구,201605,3404412440.0,266935250000.0,0.012753701281490549,127.5370128149055,2,2016,05
201606,서대문구,201606,3647463700.0,266935250000.0,0.013664226436935548,136.64226436935547,2,2016,06
201607,서대문구,201607,4343366125.0,266935250000.0,0.016271234784465523,162.71234784465523,2,2016,07
201608,서대문구,201608,7330460709.0,266935250000.0,0.027461568710014882,274.6156871001488,3,2016,08
201609,서대문구,201609,3233382832.0,266935250000.0,0.012112985572343854,121.12985572343854,2,2016,09
201610,서대문구,201610,3178530080.0,266935250000.0,0.011907494720161537,119.07494720161537,2,2016,10
201611,서대문구,201611,3668817986.0,266935250000.0,0.013744224436450413,137.44224436450412,2,2016,11
201612,서대문구,201612,3751143560.0,266935250000.0,0.014052634711976032,140.52634711976032,2,2016,12
201601,서초구,201601,7709441292.0,1569888750000.0,0.0049108201405991345,49.108201405991345,1,2016,01
201602,서초구,201602,8132503058.999999,1569888750000.0,0.005180305329915893,51.803053299158925,1,2016,02
201603,서초구,201603,6607687145.999998,1569888750000.0,0.004209016177738708,42.090161777387074,1,2016,03
201604,서초구,201604,6614489946.000002,1569888750000.0,0.004213349478426418,42.13349478426418,1,2016,04
201605,서초구,201605,6098218664.999999,1569888750000.0,0.003884490964726003,38.84490964726003,1,2016,05
201606,서초구,201606,6986538949.0,1569888750000.0,0.004450340158816986,44.503401588169865,1,2016,06
201607,서초구,201607,9426588489.0,1569888750000.0,0.006004621976557256,60.04621976557256,1,2016,07
201608,서초구,201608,16925499255.000002,1569888750000.0,0.010781336738033189,107.8133673803319,2,2016,08
201609,서초구,201609,6942095750.0,1569888750000.0,0.0044220303827261645,44.220303827261645,1,2016,09
201610,서초구,201610,5934734130.0,1569888750000.0,0.003780353308474884,37.803533084748835,1,2016,10
201611,서초구,201611,5869898996.000001,1569888750000.0,0.003739054118325264,37.39054118325264,1,2016,11
201612,서초구,201612,6321468040.0,1569888750000.0,0.004026698095645312,40.266980956453125,1,2016,12
201601,성동구,201601,4343641844.0,493628916666.6667,0.008799407201124597,87.99407201124596,1,2016,01
201602,성동구,201602,4524851352.000002,493628916666.6667,0.009166503823469287,91.66503823469287,1,2016,02
201603,성동구,201603,3641260225.0,493628916666.6667,0.0073765132107502475,73.76513210750248,1,2016,03
201604,성동구,201604,3604836771.9999995,493628916666.6667,0.007302726097049621,73.0272609704962,1,2016,04
201605,성동구,201605,3210668519.9999995,493628916666.6667,0.006504214829391916,65.04214829391915,1,2016,05
201606,성동구,201606,3553340086.9999995,493628916666.6667,0.007198403430242048,71.98403430242048,1,2016,06
201607,성동구,201607,4179316524.0000014,493628916666.6667,0.00846651479054695,84.66514790546951,1,2016,07
201608,성동구,201608,7673556328.0,493628916666.6667,0.015545192084404833,155.45192084404835,2,2016,08
201609,성동구,201609,3561877800.0,493628916666.6667,0.007215699242362726,72.15699242362726,1,2016,09
201610,성동구,201610,2912583740.0,493628916666.6667,0.0059003507324243394,59.003507324243394,1,2016,10
201611,성동구,201611,3497278386.0,493628916666.6667,0.007084832893534903,70.84832893534903,1,2016,11
201612,성동구,201612,3586597984.0000005,493628916666.6667,0.0072657777186540436,72.65777718654043,1,2016,12
201601,성북구,201601,6925101632.000001,188626750000.0,0.03671325319447004,367.13253194470036,4,2016,01
201602,성북구,201602,7203347551.999998,188626750000.0,0.038188366984004116,381.88366984004114,4,2016,02
201603,성북구,201603,5774549832.0,188626750000.0,0.030613631587248363,306.13631587248364,4,2016,03
201604,성북구,201604,5734311584.0,188626750000.0,0.030400309521316567,304.0030952131657,4,2016,04
201605,성북구,201605,5071729845.000001,188626750000.0,0.02688764899464154,268.8764899464154,3,2016,05
201606,성북구,201606,5456891836.0,188626750000.0,0.028929575661988557,289.2957566198856,3,2016,06
201607,성북구,201607,6202568372.000002,188626750000.0,0.032882761177828713,328.8276117782871,4,2016,07
201608,성북구,201608,10919379639.0,188626750000.0,0.05788881820314457,578.8881820314457,6,2016,08
201609,성북구,201609,4744701024.0,188626750000.0,0.02515391387488784,251.5391387488784,3,2016,09
201610,성북구,201610,4642784495.999998,188626750000.0,0.024613605949315238,246.13605949315237,3,2016,10
201611,성북구,201611,5468764104.0,188626750000.0,0.028992516194018082,289.92516194018083,3,2016,11
201612,성북구,201612,5531412930.0,188626750000.0,0.02932464737901703,293.2464737901703,3,2016,12
201601,송파구,201601,9351114705.0,881972000000.0,0.01060250745488519,106.02507454885189,2,2016,01
201602,송파구,201602,9531052000.0,881972000000.0,0.010806524470164586,108.06524470164585,2,2016,02
201603,송파구,201603,7699997499.999999,881972000000.0,0.008730433052296444,87.30433052296445,1,2016,03
201604,송파구,201604,7791921167.999999,881972000000.0,0.008834658206836496,88.34658206836497,1,2016,04
201605,송파구,201605,7025086101.000001,881972000000.0,0.007965203091481363,79.65203091481364,1,2016,05
201606,송파구,201606,7729900578.000002,881972000000.0,0.008764337845192366,87.64337845192367,1,2016,06
201607,송파구,201607,9245370607.0,881972000000.0,0.010482612381118675,104.82612381118675,2,2016,07
201608,송파구,201608,16674814631.999998,881972000000.0,0.018906285723356293,189.06285723356294,2,2016,08
201609,송파구,201609,8062056264.000002,881972000000.0,0.009140943549228323,91.40943549228322,1,2016,09
201610,송파구,201610,6422939406.0,881972000000.0,0.007282475414185485,72.82475414185484,1,2016,10
201611,송파구,201611,7638592318.000001,881972000000.0,0.008660810454300137,86.60810454300137,1,2016,11
201612,송파구,201612,7613466048.0,881972000000.0,0.008632321715428607,86.32321715428607,1,2016,12
201601,양천구,201601,6583879605.0,186574500000.0,0.03528820715049484,352.8820715049484,4,2016,01
201602,양천구,201602,6650138763.999998,186574500000.0,0.035643342278821585,356.43342278821586,4,2016,02
201603,양천구,201603,5532172906.0,186574500000.0,0.029651280887795492,296.5128088779549,3,2016,03
201604,양천구,201604,5544515136.000001,186574500000.0,0.029717432639508618,297.17432639508615,3,2016,04
201605,양천구,201605,5030707846.0,186574500000.0,0.02696353384840908,269.6353384840908,3,2016,05
201606,양천구,201606,5357573286.000002,186574500000.0,0.028715463720926503,287.15463720926505,3,2016,06
201607,양천구,201607,6494254368.0,186574500000.0,0.03480783476841691,348.0783476841691,4,2016,07
201608,양천구,201608,11326659675.0,186574500000.0,0.060708508799434006,607.08508799434,7,2016,08
201609,양천구,201609,5581150751.0,186574500000.0,0.029913791815065833,299.1379181506583,3,2016,09
201610,양천구,201610,4618100007.999998,186574500000.0,0.024752042792557386,247.52042792557387,3,2016,10
201611,양천구,201611,5393895689.0,186574500000.0,0.028910144146172174,289.1014414617217,3,2016,11
201612,양천구,201612,5355784262.0,186574500000.0,0.028705874929317778,287.05874929317775,3,2016,12
201601,영등포구,201601,5720935392.0,1979013166666.6667,0.002890802086797637,28.90802086797637,1,2016,01
201602,영등포구,201602,5716355615.999999,1979013166666.6667,0.002888487915231151,28.884879152311512,1,2016,02
201603,영등포구,201603,4805161278.000001,1979013166666.6667,0.0024280592766815854,24.280592766815854,1,2016,03
201604,영등포구,201604,4618883780.0,1979013166666.6667,0.00233393281954752,23.3393281954752,1,2016,04
201605,영등포구,201605,4237460535.0,1979013166666.6667,0.002141198758236323,21.41198758236323,1,2016,05
201606,영등포구,201606,4625361698.999999,1979013166666.6667,0.0023372061272288985,23.372061272288985,1,2016,06
201607,영등포구,201607,5829953939.999998,1979013166666.6667,0.0029458894150864237,29.458894150864236,1,2016,07
201608,영등포구,201608,9625815828.0,1979013166666.6667,0.0048639473400842285,48.639473400842284,1,2016,08
201609,영등포구,201609,4173563715.9999995,1979013166666.6667,0.0021089115455607123,21.08911545560712,1,2016,09
201610,영등포구,201610,3905043618.000001,1979013166666.6667,0.0019732277095343568,19.73227709534357,1,2016,10
201611,영등포구,201611,4460175821.000002,1979013166666.6667,0.0022537373152056684,22.537373152056684,1,2016,11
201612,영등포구,201612,4536620319.000002,1979013166666.6667,0.0022923648995429465,22.923648995429463,1,2016,12
201601,용산구,201601,4733853365.999998,1374236916666.6667,0.003444714159973506,34.44714159973506,1,2016,01
201602,용산구,201602,4881404640.0,1374236916666.6667,0.0035520837643048327,35.520837643048324,1,2016,02
201603,용산구,201603,3826958320.000001,1374236916666.6667,0.00278478788743547,27.847878874354702,1,2016,03
201604,용산구,201604,3788747220.0,1374236916666.6667,0.0027569825654152427,27.569825654152428,1,2016,04
201605,용산구,201605,3444690839.9999995,1374236916666.6667,0.0025066208004041997,25.066208004041997,1,2016,05
201606,용산구,201606,4199937999.0,1374236916666.6667,0.003056196459332006,30.561964593320063,1,2016,06
201607,용산구,201607,5361498758.0,1374236916666.6667,0.0039014370033114737,39.01437003311474,1,2016,07
201608,용산구,201608,9944006508.0,1374236916666.6667,0.007236020505197945,72.36020505197945,1,2016,08
201609,용산구,201609,4447639950.000002,1374236916666.6667,0.003236443364356814,32.36443364356814,1,2016,09
201610,용산구,201610,3460401060.0,1374236916666.6667,0.002518052759340441,25.18052759340441,1,2016,10
201611,용산구,201611,3730695321.0,1374236916666.6667,0.002714739558917637,27.14739558917637,1,2016,11
201612,용산구,201612,3610762940.0,1374236916666.6667,0.0026274675757934265,26.274675757934265,1,2016,12
201601,은평구,201601,6985564656.000001,110741250000.0,0.0630800596525685,630.8005965256849,7,2016,01
201602,은평구,201602,7212790248.000001,110741250000.0,0.06513192011106973,651.3192011106973,7,2016,02
201603,은평구,201603,5788214958.0,110741250000.0,0.05226792146557854,522.6792146557855,6,2016,03
201604,은평구,201604,5785373568.0,110741250000.0,0.052242263546781346,522.4226354678135,6,2016,04
201605,은평구,201605,5166084554.999998,110741250000.0,0.04665004734008329,466.5004734008329,5,2016,05
201606,은평구,201606,5396136285.000001,110741250000.0,0.0487274279909248,487.274279909248,5,2016,06
201607,은평구,201607,6118205569.0,110741250000.0,0.05524775608908153,552.4775608908153,6,2016,07
201608,은평구,201608,10987484512.0,110741250000.0,0.09921763129818383,992.1763129818382,10,2016,08
201609,은평구,201609,4829744879.999998,110741250000.0,0.04361288029528291,436.12880295282906,5,2016,09
201610,은평구,201610,4549037778.0,110741250000.0,0.04107807865632725,410.78078656327244,5,2016,10
201611,은평구,201611,5558620836.0,110741250000.0,0.05019467304188818,501.9467304188818,6,2016,11
201612,은평구,201612,5686773829.999999,110741250000.0,0.05135190211416251,513.5190211416251,6,2016,12
201601,종로구,201601,2823494761.0,1446062166666.6667,0.0019525403721117106,19.525403721117105,1,2016,01
201602,종로구,201602,2894842236.0,1446062166666.6667,0.002001879519933041,20.01879519933041,1,2016,02
201603,종로구,201603,2300570692.0,1446062166666.6667,0.00159092101642011,15.9092101642011,1,2016,03
201604,종로구,201604,2217942789.0,1446062166666.6667,0.0015337810781071767,15.337810781071767,1,2016,04
201605,종로구,201605,2003278089.0,1446062166666.6667,0.0013853333108200857,13.853333108200857,1,2016,05
201606,종로구,201606,2211874280.0,1446062166666.6667,0.001529584502648745,15.29584502648745,1,2016,06
201607,종로구,201607,2700606179.0,1446062166666.6667,0.0018675588375465185,18.675588375465185,1,2016,07
201608,종로구,201608,4549294645.0,1446062166666.6667,0.0031459882914208503,31.459882914208503,1,2016,08
201609,종로구,201609,1921272039.0,1446062166666.6667,0.0013286234045032411,13.286234045032412,1,2016,09
201610,종로구,201610,1875680039.0,1446062166666.6667,0.0012970950227704594,12.970950227704595,1,2016,10
201611,종로구,201611,2154322227.0,1446062166666.6667,0.001489785347172142,14.897853471721419,1,2016,11
201612,종로구,201612,2177484228.0000005,1446062166666.6667,0.0015058026398818956,15.058026398818956,1,2016,12
201601,중구,201601,2119685478.0000002,1878761416666.6667,0.0011282355807374336,11.282355807374337,1,2016,01
201602,중구,201602,2168023519.0000005,1878761416666.6667,0.0011539642552626762,11.539642552626761,1,2016,02
201603,중구,201603,1747522415.9999998,1878761416666.6667,0.0009301459996450674,9.301459996450674,1,2016,03
