연월,자치구명,65~69세,70~74세,75~79세,7세미만,80~89세,90세이상,합계,점수
201711,강동구,696,616,669,230,634,127,2972,2
201711,강북구,1023,1136,1132,291,1052,162,4796,4
201711,강서구,1534,1532,1629,373,1652,294,7014,6
201711,관악구,918,1034,996,318,941,166,4373,4
201711,광진구,491,481,453,124,444,76,2069,1
201711,구로구,582,681,705,279,650,99,2996,2
201711,금천구,693,717,766,226,682,102,3186,2
201711,노원구,1742,1744,1945,486,1795,312,8024,8
201711,도봉구,609,689,751,248,743,129,3169,2
201711,동대문구,988,1002,996,167,823,116,4092,3
201711,동작구,585,644,678,245,614,107,2873,2
201711,마포구,578,617,596,216,604,101,2712,2
201711,서대문구,513,541,629,592,582,82,2939,2
201711,서초구,327,332,292,169,314,59,1493,1
201711,성동구,526,534,543,118,498,68,2287,1
201711,성북구,836,939,977,333,858,154,4097,3
201711,송파구,641,620,541,193,564,125,2684,2
201711,양천구,705,688,712,212,725,104,3146,2
201711,영등포구,762,653,661,203,578,96,2953,2
201711,용산구,519,512,493,152,461,78,2215,1
201711,은평구,1284,1261,1221,401,1182,167,5516,5
201711,종로구,425,398,380,31,318,83,1635,1
201711,중구,407,349,363,103,355,50,1627,1
201711,중랑구,1085,1065,1028,316,1098,208,4800,4
201712,강남구,926,888,781,330,701,143,3769,3
201712,강동구,679,606,668,228,627,130,2938,2
201712,강북구,1022,1129,1135,285,1054,161,4786,4
201712,강서구,1535,1521,1632,375,1630,296,6989,6
201712,관악구,903,1024,995,313,940,162,4337,4
201712,광진구,489,474,447,125,452,73,2060,1
201712,구로구,594,673,701,267,658,95,2988,2
201712,금천구,686,720,751,223,683,105,3168,2
201712,노원구,1748,1737,1934,485,1796,314,8014,8
201712,도봉구,615,678,750,241,735,128,3147,2
201712,동대문구,983,992,990,162,819,112,4058,3
201712,동작구,578,631,684,242,621,105,2861,2
201712,마포구,562,603,597,213,599,100,2674,2
201712,서대문구,502,537,636,598,575,82,2930,2
201712,서초구,330,335,297,158,311,60,1491,1
201712,성동구,528,531,539,115,506,71,2290,1
201712,성북구,836,937,972,313,862,156,4076,3
201712,송파구,646,607,541,189,568,120,2671,2
201712,양천구,697,687,714,213,716,104,3131,2
201712,영등포구,759,642,654,194,577,92,2918,2
201712,용산구,524,511,492,151,461,78,2217,1
201712,은평구,1262,1259,1210,400,1192,173,5496,5
201712,종로구,418,396,382,29,315,84,1624,1
201712,중구,405,353,364,104,342,54,1622,1
201712,중랑구,1087,1051,1015,308,1086,212,4759,4
201801,강남구,931,892,779,333,709,144,3788,3
201801,강동구,689,613,675,226,634,131,2968,2
201801,강북구,1029,1135,1149,290,1041,164,4808,4
201801,강서구,1546,1533,1639,373,1645,292,7028,6
201801,관악구,916,1016,1010,311,949,168,4370,4
201801,광진구,491,477,460,126,457,71,2082,1
201801,구로구,581,670,701,261,659,98,2970,2
201801,금천구,684,732,753,214,691,109,3183,2
201801,노원구,1778,1744,1921,479,1826,313,8061,8
201801,도봉구,612,688,747,230,748,136,3161,2
201801,동대문구,990,978,1001,164,822,111,4066,3
201801,동작구,579,635,690,237,622,105,2868,2
201801,마포구,568,605,604,210,600,101,2688,2
201801,서대문구,509,534,643,585,581,81,2933,2
201801,서초구,333,332,300,158,313,60,1496,1
201801,성동구,540,532,541,119,514,69,2315,1
201801,성북구,848,936,978,299,873,157,4091,3
201801,송파구,659,610,547,181,574,119,2690,2
201801,양천구,704,690,716,210,734,106,3160,2
201801,영등포구,747,650,652,197,581,94,2921,2
201801,용산구,518,512,496,147,455,77,2205,1
201801,은평구,1252,1274,1213,401,1198,184,5522,5
201801,종로구,418,397,386,33,320,85,1639,1
201801,중구,393,361,365,104,336,56,1615,1
201801,중랑구,1102,1072,1020,303,1105,213,4815,4
201802,강남구,929,903,779,320,720,145,3796,3
201802,강동구,703,602,677,229,637,134,2982,2
201802,강북구,1031,1118,1167,291,1052,165,4824,4
201802,강서구,1559,1544,1641,362,1646,299,7051,7
201802,관악구,923,1026,1016,315,957,168,4405,4
201802,광진구,494,490,464,124,461,73,2106,1
201802,구로구,577,669,704,252,665,100,2967,2
201802,금천구,684,721,765,207,691,109,3177,2
201802,노원구,1777,1735,1931,478,1846,314,8081,8
201802,도봉구,619,692,750,235,760,140,3196,2
201802,동대문구,995,970,1002,168,832,113,4080,3
201802,동작구,574,634,693,238,622,105,2866,2
201802,마포구,568,603,614,216,611,95,2707,2
201802,서대문구,508,536,648,602,579,82,2955,2
201802,서초구,334,334,310,159,307,66,1510,1
201802,성동구,520,537,542,119,526,71,2315,1
201802,성북구,850,935,989,298,880,159,4111,3
201802,송파구,670,603,554,179,581,120,2707,2
201802,양천구,703,692,723,209,739,103,3169,2
201802,영등포구,751,648,655,190,588,96,2928,2
201802,용산구,516,507,501,153,456,80,2213,1
201802,은평구,1251,1286,1225,403,1202,184,5551,5
201802,종로구,416,394,387,32,325,83,1637,1
201802,중구,394,367,361,104,339,57,1622,1
201802,중랑구,1106,1083,1030,296,1117,218,4850,4
201803,강남구,941,912,774,313,728,146,3814,3
201803,강동구,704,606,664,232,654,136,2996,2
201803,강북구,1028,1125,1172,290,1073,173,4861,4
201803,강서구,1565,1541,1659,370,1656,300,7091,7
201803,관악구,929,1022,1017,324,978,163,4433,4
201803,광진구,500,488,468,131,462,77,2126,1
201803,구로구,574,671,711,241,669,102,2968,2
201803,금천구,682,714,770,209,693,110,3178,2
201803,노원구,1788,1727,1929,487,1871,313,8115,8
201803,도봉구,636,688,754,239,768,146,3231,2
201803,동대문구,998,977,998,168,842,115,4098,3
201803,동작구,576,636,690,237,630,109,2878,2
201803,마포구,558,612,606,218,619,94,2707,2
201803,서대문구,519,536,642,596,589,85,2967,2
201803,서초구,341,336,316,155,311,67,1526,1
201803,성동구,520,533,544,128,525,74,2324,1
201803,성북구,864,929,996,304,886,165,4144,3
201803,송파구,691,593,562,178,589,120,2733,2
201803,양천구,716,690,723,218,741,102,3190,2
201803,영등포구,759,653,655,191,590,99,2947,2
201803,용산구,535,501,509,159,459,80,2243,1
201803,은평구,1265,1288,1221,429,1213,189,5605,5
201803,종로구,411,392,395,33,323,83,1637,1
201803,중구,397,368,357,103,342,59,1626,1
201803,중랑구,1105,1071,1043,298,1133,216,4866,4
201804,강남구,944,906,784,321,739,148,3842,3
201804,강동구,703,618,659,237,671,132,3020,2
201804,강북구,1038,1119,1173,301,1090,173,4894,4
201804,강서구,1560,1558,1662,379,1662,303,7124,7
201804,관악구,933,1031,1030,336,980,162,4472,4
201804,광진구,508,502,464,144,465,78,2161,1
201804,구로구,577,668,712,245,684,100,2986,2
201804,금천구,687,716,778,208,702,110,3201,2
201804,노원구,1774,1730,1919,487,1879,314,8103,8
201804,도봉구,639,691,753,248,773,152,3256,2
201804,동대문구,1009,959,1002,178,846,116,4110,3
201804,동작구,572,644,686,239,632,112,2885,2
201804,마포구,564,610,613,226,621,98,2732,2
201804,서대문구,520,538,640,610,595,87,2990,2
201804,서초구,347,343,311,169,312,69,1551,1
201804,성동구,513,537,537,126,527,76,2316,1
201804,성북구,872,931,994,304,900,164,4165,3
201804,송파구,706,596,564,180,596,119,2761,2
201804,양천구,720,694,730,231,742,100,3217,2
201804,영등포구,750,661,662,192,582,98,2945,2
201804,용산구,545,505,507,166,466,80,2269,1
201804,은평구,1248,1286,1228,441,1208,193,5604,5
201804,종로구,403,390,402,34,322,83,1634,1
201804,중구,396,370,358,109,345,58,1636,1
201804,중랑구,1112,1072,1040,330,1131,220,4905,4
201805,강남구,933,922,783,331,734,145,3848,3
201805,강동구,700,621,659,244,674,134,3032,2
201805,강북구,1045,1120,1187,316,1095,173,4936,4
201805,강서구,1573,1564,1666,383,1683,300,7169,7
201805,관악구,929,1032,1028,335,972,165,4461,4
201805,광진구,520,506,461,159,465,78,2189,1
201805,구로구,586,670,699,252,693,102,3002,2
201805,금천구,688,720,781,219,714,109,3231,2
201805,노원구,1775,1741,1923,506,1892,319,8156,8
201805,도봉구,644,697,745,262,781,155,3284,3
201805,동대문구,1017,958,991,185,857,115,4123,3
201805,동작구,571,651,685,260,629,112,2908,2
201805,마포구,578,609,614,230,625,97,2753,2
201805,서대문구,523,546,640,635,602,87,3033,2
201805,서초구,354,338,315,167,307,71,1552,1
201805,성동구,515,542,540,130,524,76,2327,2
201805,성북구,881,913,995,316,902,160,4167,3
201805,송파구,703,611,560,193,595,120,2782,2
201805,양천구,723,705,725,235,752,103,3243,2
201805,영등포구,751,668,661,195,580,100,2955,2
201805,용산구,550,505,504,162,456,82,2259,1
201805,은평구,1259,1279,1234,448,1216,194,5630,5
201805,종로구,404,395,401,39,321,82,1642,1
201805,중구,401,377,355,112,343,58,1646,1
201805,중랑구,1120,1085,1044,349,1135,221,4954,4
201806,강남구,933,925,779,315,727,144,3823,3
201806,강동구,707,625,668,242,669,136,3047,2
201806,강북구,1053,1130,1192,320,1096,173,4964,4
201806,강서구,1582,1577,1653,384,1695,302,7193,7
201806,관악구,941,1027,1037,343,975,161,4484,4
201806,광진구,529,509,456,156,466,79,2195,1
201806,구로구,585,671,688,253,696,106,2999,2
201806,금천구,683,727,769,223,707,113,3222,2
201806,노원구,1786,1751,1927,503,1898,314,8179,8
201806,도봉구,639,705,735,252,776,155,3262,2
201806,동대문구,1027,965,997,180,853,117,4139,3
201806,동작구,577,661,681,257,637,115,2928,2
201806,마포구,581,604,611,235,624,95,2750,2
201806,서대문구,515,545,642,633,604,90,3029,2
201806,서초구,356,352,311,172,312,70,1573,1
201806,성동구,523,543,538,130,522,74,2330,2
201806,성북구,891,914,994,309,906,163,4177,3
201806,송파구,705,611,577,195,590,124,2802,2
201806,양천구,743,709,733,230,751,103,3269,3
201806,영등포구,757,670,674,192,580,103,2976,2
201806,용산구,557,509,504,155,460,83,2268,1
201806,은평구,1269,1284,1239,440,1221,203,5656,5
201806,종로구,413,395,407,34,317,83,1649,1
201806,중구,395,387,356,113,342,61,1654,1
201806,중랑구,1133,1096,1061,346,1129,229,4994,4
201807,강남구,935,930,779,296,725,148,3813,3
201807,강동구,721,630,664,240,667,139,3061,2
201807,강북구,1059,1143,1188,317,1101,175,4983,4
201807,강서구,1605,1605,1648,375,1699,306,7238,7
201807,관악구,955,1030,1033,327,981,161,4487,4
201807,광진구,530,517,460,153,469,81,2210,1
201807,구로구,576,673,673,249,702,107,2980,2
201807,금천구,680,728,766,222,711,114,3221,2
201807,노원구,1783,1752,1938,509,1906,311,8199,8
201807,도봉구,639,712,733,244,790,153,3271,3
201807,동대문구,1032,955,1007,174,848,117,4133,3
201807,동작구,583,665,684,253,634,115,2934,2
201807,마포구,579,610,609,237,629,92,2756,2
201807,서대문구,519,551,643,633,607,97,3050,2
201807,서초구,357,356,302,167,321,71,1574,1
201807,성동구,524,554,535,128,523,77,2341,2
201807,성북구,892,916,983,295,920,171,4177,3
201807,송파구,711,621,583,198,593,119,2825,2
201807,양천구,748,721,729,228,758,104,3288,3
201807,영등포구,753,675,674,196,595,105,2998,2
201807,용산구,561,514,507,157,463,84,2286,1
201807,은평구,1265,1286,1241,429,1236,197,5654,5
201807,종로구,414,398,404,33,324,82,1655,1
201807,중구,398,379,357,110,342,61,1647,1
201807,중랑구,1133,1120,1054,344,1138,233,5022,4
201808,강남구,930,929,788,282,726,147,3802,3
201808,강동구,720,639,668,235,672,139,3073,2
201808,강북구,1058,1139,1187,319,1102,177,4982,4
201808,강서구,1612,1600,1654,368,1702,309,7245,7
201808,관악구,966,1037,1026,319,1003,164,4515,4
201808,광진구,531,526,468,150,474,80,2229,1
201808,구로구,590,667,682,258,703,108,3008,2
201808,금천구,682,723,768,215,713,114,3215,2
201808,노원구,1778,1753,1944,518,1923,313,8229,8
201808,도봉구,642,713,734,231,797,153,3270,3
201808,동대문구,1036,971,1007,164,853,113,4144,3
201808,동작구,596,665,689,254,639,116,2959,2
201808,마포구,583,606,612,239,629,94,2763,2
201808,서대문구,518,561,637,629,616,97,3058,2
201808,서초구,355,357,301,163,318,71,1565,1
201808,성동구,533,556,537,125,532,81,2364,2
201808,성북구,905,925,982,289,922,175,4198,3
201808,송파구,714,633,583,189,595,121,2835,2
201808,양천구,763,722,737,224,752,108,3306,3
201808,영등포구,762,680,683,190,610,104,3029,2
201808,용산구,560,521,501,153,470,82,2287,1
201808,은평구,1274,1304,1238,427,1251,197,5691,5
201808,종로구,406,405,395,33,325,83,1647,1
201808,중구,406,381,360,105,340,62,1654,1
201808,중랑구,1135,1129,1055,330,1148,236,5033,4
201809,강남구,926,929,793,285,722,148,3803,3
201809,강동구,723,642,670,231,679,144,3089,2
201809,강북구,1072,1134,1203,314,1109,181,5013,4
201809,강서구,1623,1602,1660,368,1696,314,7263,7
201809,관악구,976,1033,1031,321,1005,170,4536,4
201809,광진구,548,523,464,153,487,82,2257,1
201809,구로구,605,676,680,259,716,109,3045,2
201809,금천구,698,718,774,213,720,115,3238,2
201809,노원구,1779,1754,1955,524,1935,322,8269,8
201809,도봉구,644,724,729,227,803,155,3282,3
201809,동대문구,1034,982,1001,159,862,114,4152,3
201809,동작구,597,663,697,250,640,115,2962,2
201809,마포구,589,609,618,243,633,94,2786,2
201809,서대문구,515,558,641,631,627,99,3071,2
201809,서초구,351,361,303,156,320,72,1563,1
201809,성동구,538,553,536,117,529,80,2353,2
201809,성북구,906,915,991,278,930,173,4193,3
201809,송파구,727,632,595,194,600,125,2873,2
201809,양천구,765,719,738,220,757,111,3310,3
201809,영등포구,760,686,682,194,614,109,3045,2
201809,용산구,571,517,504,152,477,81,2302,1
201809,은평구,1273,1310,1243,412,1254,200,5692,5
201809,종로구,414,399,404,35,328,84,1664,1
201809,중구,410,385,363,105,341,66,1670,1
201809,중랑구,1147,1131,1058,319,1162,237,5054,4
201810,강남구,966,963,829,270,743,159,3930,3
201810,강동구,736,667,700,230,717,150,3200,2
201810,강북구,1169,1231,1300,313,1198,188,5399,5
201810,강서구,1689,1661,1741,369,1811,330,7601,7
201810,관악구,1013,1082,1120,330,1149,194,4888,4
201810,광진구,614,570,524,170,594,93,2565,2
201810,구로구,623,688,697,270,746,111,3135,2
201810,금천구,721,733,803,211,755,121,3344,3
201810,노원구,1874,1869,2089,535,2040,337,8744,8
201810,도봉구,674,752,795,225,893,175,3514,3
201810,동대문구,1075,1019,1083,167,954,129,4427,4
201810,동작구,627,691,729,257,691,117,3112,2
201810,마포구,630,644,651,240,681,99,2945,2
201810,서대문구,550,594,713,641,695,105,3298,3
201810,서초구,367,370,309,151,323,75,1595,1
201810,성동구,575,595,592,123,618,96,2599,2
201810,성북구,923,931,1031,277,967,179,4308,4
201810,송파구,803,690,670,219,689,138,3209,2
201810,양천구,818,803,826,230,879,134,3690,3
201810,영등포구,805,732,728,189,685,115,3254,2
201810,용산구,600,543,518,155,530,85,2431,2
201810,은평구,1350,1415,1371,431,1396,218,6181,6
201810,종로구,423,426,414,36,347,83,1729,1
201810,중구,447,392,393,104,388,69,1793,1
201810,중랑구,1255,1228,1165,350,1252,250,5500,5
201811,강남구,1009,987,860,271,778,159,4064,3
201811,강동구,774,703,749,241,787,163,3417,3
201811,강북구,1231,1280,1358,312,1266,199,5646,5
201811,강서구,1789,1738,1834,394,1928,346,8029,8
201811,관악구,1069,1148,1179,328,1247,221,5192,5
201811,광진구,652,601,557,172,629,106,2717,2
201811,구로구,661,726,750,266,801,121,3325,3
201811,금천구,751,748,832,209,796,124,3460,3
201811,노원구,1967,1966,2217,540,2132,355,9177,9
201811,도봉구,694,766,833,219,951,187,3650,3
201811,동대문구,1135,1061,1156,167,1062,150,4731,4
201811,동작구,681,755,780,262,757,133,3368,3
201811,마포구,655,686,698,244,712,105,3100,2
201811,서대문구,600,621,728,680,733,113,3475,3
201811,서초구,399,399,350,161,365,92,1766,1
201811,성동구,613,625,626,124,682,107,2777,2
201811,성북구,957,952,1073,277,1029,187,4475,4
201811,송파구,843,748,732,268,774,156,3521,3
201811,양천구,862,853,888,238,944,140,3925,3
201811,영등포구,831,763,777,189,728,122,3410,3
201811,용산구,623,569,539,155,558,86,2530,2
201811,은평구,1453,1513,1488,477,1549,247,6727,6
201811,종로구,426,422,423,37,356,85,1749,1
201811,중구,461,396,400,108,404,68,1837,1
201811,중랑구,1316,1291,1211,361,1291,260,5730,5
201812,강남구,1032,1016,899,261,817,170,4195,3
201812,강동구,811,722,772,243,819,169,3536,3
201812,강북구,1259,1313,1365,315,1295,208,5755,5
201812,강서구,1842,1785,1873,409,2012,360,8281,8
201812,관악구,1092,1182,1205,334,1283,233,5329,5
201812,광진구,667,614,566,170,651,106,2774,2
201812,구로구,670,735,768,264,831,129,3397,3
201812,금천구,787,770,858,214,843,128,3600,3
201812,노원구,1992,2028,2263,529,2184,359,9355,9
201812,도봉구,726,774,858,206,989,194,3747,3
201812,동대문구,1165,1084,1192,172,1104,156,4873,4
201812,동작구,716,798,817,266,838,137,3572,3
201812,마포구,667,726,717,247,739,106,3202,2
201812,서대문구,610,639,739,680,761,114,3543,3
201812,서초구,419,426,375,163,398,105,1886,1
201812,성동구,633,641,635,128,721,112,2870,2
201812,성북구,992,989,1102,286,1096,196,4661,4
201812,송파구,883,791,755,288,839,179,3735,3
201812,양천구,899,884,935,246,1000,147,4111,3
201812,영등포구,837,785,778,186,742,125,3453,3
201812,용산구,637,589,544,156,568,86,2580,2
201812,은평구,1491,1578,1543,481,1611,259,6963,6
201812,종로구,440,424,432,38,360,80,1774,1
201812,중구,461,407,403,107,407,71,1856,1
201812,중랑구,1342,1318,1219,364,1328,262,5833,5
201901,강남구,1051,1038,927,280,833,173,4302,4
201901,강동구,819,740,787,242,849,173,3610,3
201901,강북구,1303,1323,1395,314,1322,207,5864,5
201901,강서구,1895,1834,1898,423,2062,362,8474,8
201901,관악구,1124,1195,1227,337,1310,241,5434,5
201901,광진구,679,626,571,171,665,110,2822,2
201901,구로구,690,759,782,259,867,135,3492,3
201901,금천구,800,785,882,217,863,131,3678,3
201901,노원구,2019,2047,2294,540,2232,371,9503,9
201901,도봉구,756,784,873,204,1011,192,3820,3
201901,동대문구,1199,1105,1211,180,1121,165,4981,4
201901,동작구,741,845,840,272,891,148,3737,3
201901,마포구,670,738,725,257,755,108,3253,2
201901,서대문구,623,641,753,642,791,114,3564,3
201901,서초구,434,436,375,167,418,108,1938,1
201901,성동구,636,664,645,123,734,120,2922,2
201901,성북구,1016,1010,1109,285,1138,204,4762,4
201901,송파구,908,821,762,300,874,196,3861,3
201901,양천구,912,906,953,250,1039,151,4211,4
201901,영등포구,849,795,785,187,762,129,3507,3
201901,용산구,635,595,549,158,573,87,2597,2
201901,은평구,1522,1581,1557,457,1628,268,7013,6
201901,종로구,438,431,434,74,367,79,1823,1
201901,중구,476,410,402,104,416,71,1879,1
201901,중랑구,1385,1352,1248,361,1349,269,5964,5
201902,강남구,1082,1055,921,280,862,170,4370,4
201902,강동구,830,752,794,239,862,180,3657,3
201902,강북구,1312,1356,1420,311,1348,216,5963,5
201902,강서구,1928,1839,1905,426,2089,374,8561,8
201902,관악구,1141,1210,1233,329,1346,242,5501,5
201902,광진구,687,630,596,169,666,112,2860,2
201902,구로구,709,768,798,255,898,141,3569,3
201902,금천구,803,794,890,220,881,131,3719,3
201902,노원구,2037,2078,2318,539,2277,379,9628,9
201902,도봉구,764,796,889,207,1041,192,3889,3
201902,동대문구,1217,1119,1216,178,1141,171,5042,4
201902,동작구,740,872,858,278,925,155,3828,3
201902,마포구,671,760,736,260,779,111,3317,3
201902,서대문구,636,657,769,609,809,123,3603,3
201902,서초구,444,438,390,165,434,113,1984,1
201902,성동구,663,672,659,127,746,122,2989,2
201902,성북구,1025,1023,1120,287,1157,213,4825,4
201902,송파구,920,844,774,311,902,200,3951,3
201902,양천구,922,940,962,258,1069,156,4307,4
201902,영등포구,870,800,793,192,779,133,3567,3
201902,용산구,648,604,556,161,589,86,2644,2
201902,은평구,1544,1600,1575,449,1660,274,7102,7
201902,종로구,454,438,433,73,374,79,1851,1
201902,중구,486,417,412,104,421,72,1912,1
201902,중랑구,1415,1366,1264,374,1387,272,6078,5
201903,강남구,1102,1070,929,284,892,172,4449,4
201903,강동구,842,765,802,238,875,184,3706,3
201903,강북구,1331,1378,1450,327,1378,219,6083,5
201903,강서구,1953,1866,1917,431,2123,389,8679,8
201903,관악구,1149,1217,1244,328,1377,254,5569,5
201903,광진구,692,648,593,178,680,117,2908,2
201903,구로구,730,772,819,264,910,145,3640,3
201903,금천구,827,799,882,220,904,133,3765,3
201903,노원구,2092,2097,2359,551,2321,380,9800,9
201903,도봉구,771,799,894,203,1059,202,3928,3
201903,동대문구,1240,1119,1227,178,1155,173,5092,4
201903,동작구,769,883,867,282,938,158,3897,3
201903,마포구,680,760,745,250,795,115,3345,3
201903,서대문구,647,661,783,624,822,126,3663,3
201903,서초구,449,453,398,169,442,113,2024,1
201903,성동구,657,675,674,123,762,127,3018,2
201903,성북구,1035,1039,1139,288,1182,214,4897,4
201903,송파구,925,880,783,314,927,202,4031,3
201903,양천구,948,953,994,265,1104,164,4428,4
201903,영등포구,880,808,796,196,800,140,3620,3
201903,용산구,646,611,555,161,598,93,2664,2
201903,은평구,1553,1641,1584,459,1684,282,7203,7
201903,종로구,465,436,432,73,377,82,1865,1
201903,중구,497,418,420,107,427,73,1942,1
201903,중랑구,1458,1399,1292,391,1428,277,6245,6
201904,강남구,1135,1095,958,288,906,181,4563,4
201904,강동구,870,776,821,246,892,191,3796,3
201904,강북구,1358,1400,1467,340,1394,223,6182,6
201904,강서구,1988,1907,1953,441,2171,402,8862,8
201904,관악구,1196,1223,1268,342,1406,262,5697,5
201904,광진구,708,650,597,209,695,114,2973,2
201904,구로구,745,781,830,277,941,141,3715,3
201904,금천구,825,805,912,229,916,135,3822,3
201904,노원구,2136,2102,2404,583,2350,387,9962,10
201904,도봉구,784,806,900,219,1073,206,3988,3
201904,동대문구,1254,1150,1244,190,1185,173,5196,5
201904,동작구,776,896,887,296,954,160,3969,3
201904,마포구,706,763,751,257,814,115,3406,3
201904,서대문구,658,677,784,613,853,132,3717,3
201904,서초구,472,464,408,179,449,116,2088,1
201904,성동구,676,663,690,137,786,128,3080,2
201904,성북구,1054,1035,1174,297,1189,228,4977,4
201904,송파구,935,886,820,316,943,212,4112,3
201904,양천구,993,981,1036,269,1155,171,4605,4
201904,영등포구,901,802,800,209,804,136,3652,3
201904,용산구,668,612,562,164,610,94,2710,2
201904,은평구,1563,1671,1599,474,1723,295,7325,7
201904,종로구,476,427,437,72,382,84,1878,1
201904,중구,510,420,423,110,441,74,1978,1
201904,중랑구,1552,1481,1391,433,1549,298,6704,6
201905,강남구,1162,1113,982,297,927,182,4663,4
201905,강동구,896,798,830,265,912,198,3899,3
201905,강북구,1371,1415,1485,357,1410,228,6266,6
201905,강서구,2013,1940,1975,447,2190,412,8977,9
201905,관악구,1208,1232,1283,360,1426,266,5775,5
201905,광진구,721,655,619,221,705,118,3039,2
201905,구로구,752,791,838,284,940,145,3750,3
201905,금천구,836,821,909,238,936,133,3873,3
201905,노원구,2159,2134,2440,608,2407,390,10138,10
201905,도봉구,796,817,901,232,1086,209,4041,3
201905,동대문구,1276,1154,1257,191,1204,177,5259,5
201905,동작구,784,910,895,303,968,170,4030,3
201905,마포구,724,779,763,265,827,118,3476,3
201905,서대문구,674,696,792,614,867,132,3775,3
201905,서초구,490,469,407,186,457,118,2127,1
201905,성동구,684,678,702,149,792,128,3133,2
201905,성북구,1058,1026,1176,318,1206,227,5011,4
201905,송파구,971,896,838,320,957,214,4196,3
201905,양천구,1004,991,1054,278,1190,172,4689,4
201905,영등포구,906,804,805,215,816,137,3683,3
201905,용산구,669,617,569,171,608,93,2727,2
201905,은평구,1601,1681,1618,481,1758,302,7441,7
201905,종로구,485,435,428,79,385,86,1898,1
201905,중구,518,425,426,113,446,76,2004,1
201905,중랑구,1616,1523,1455,452,1615,311,6972,6
201906,강남구,1169,1116,999,284,938,180,4686,4
201906,강동구,916,800,839,270,928,196,3949,3
201906,강북구,1404,1438,1499,358,1433,232,6364,6
201906,강서구,2051,1961,1987,458,2223,413,9093,9
201906,관악구,1260,1239,1286,361,1428,271,5845,5
201906,광진구,728,656,644,207,705,120,3060,2
201906,구로구,772,806,853,288,951,151,3821,3
201906,금천구,852,830,917,244,950,136,3929,3
201906,노원구,2202,2153,2445,600,2452,389,10241,10
201906,도봉구,815,824,911,232,1095,210,4087,3
201906,동대문구,1277,1173,1264,192,1218,176,5300,5
201906,동작구,800,920,898,297,981,171,4067,3
201906,마포구,732,787,773,270,846,122,3530,3
201906,서대문구,684,694,795,619,874,134,3800,3
201906,서초구,503,473,405,181,461,118,2141,1
201906,성동구,691,680,710,152,795,128,3156,2
201906,성북구,1079,1040,1193,310,1209,229,5060,4
201906,송파구,993,922,838,321,963,218,4255,4
201906,양천구,1045,1005,1064,275,1210,179,4778,4
201906,영등포구,916,828,816,219,823,142,3744,3
201906,용산구,684,625,575,169,617,94,2764,2
201906,은평구,1630,1694,1629,481,1780,303,7517,7
201906,종로구,489,429,432,77,391,86,1904,1
201906,중구,528,435,428,110,446,77,2024,1
201906,중랑구,1636,1528,1479,442,1633,314,7032,7
201907,강남구,1173,1152,1019,319,950,182,4795,4
201907,강동구,922,819,841,268,945,200,3995,3
201907,강북구,1407,1467,1507,351,1446,234,6412,6
201907,강서구,2076,1990,2014,453,2246,422,9201,9
201907,관악구,1270,1266,1313,361,1440,274,5924,5
201907,광진구,749,675,648,210,708,122,3112,2
201907,구로구,777,834,859,301,969,150,3890,3
201907,금천구,846,857,929,240,974,141,3987,3
201907,노원구,2203,2190,2468,585,2475,392,10313,10
201907,도봉구,813,831,921,226,1105,211,4107,3
201907,동대문구,1286,1189,1267,188,1230,179,5339,5
201907,동작구,811,926,909,298,1005,171,4120,3
201907,마포구,722,797,771,255,852,125,3522,3
201907,서대문구,698,701,800,623,884,133,3839,3
201907,서초구,506,482,407,179,463,119,2156,1
201907,성동구,690,697,706,154,801,125,3173,2
201907,성북구,1078,1058,1191,306,1224,228,5085,4
201907,송파구,1001,943,848,319,969,222,4302,4
201907,양천구,1050,1013,1079,279,1230,180,4831,4
201907,영등포구,920,833,818,213,830,144,3758,3
201907,용산구,695,625,585,165,625,99,2794,2
201907,은평구,1647,1720,1640,472,1810,309,7598,7
201907,종로구,497,431,428,73,393,86,1908,1
201907,중구,520,442,421,107,455,78,2023,1
201907,중랑구,1655,1539,1492,438,1635,325,7084,7
201908,강남구,1188,1164,1028,320,957,186,4843,4
201908,강동구,929,818,855,269,951,195,4017,3
201908,강북구,1427,1479,1527,354,1467,232,6486,6
201908,강서구,2088,2002,2027,458,2248,420,9243,9
201908,관악구,1277,1282,1323,367,1442,268,5959,5
201908,광진구,761,681,654,205,705,122,3128,2
201908,구로구,795,844,871,312,983,150,3955,3
201908,금천구,850,873,937,238,982,143,4023,3
201908,노원구,2219,2217,2477,592,2476,388,10369,10
201908,도봉구,819,842,928,231,1108,210,4138,3
201908,동대문구,1294,1194,1270,188,1227,176,5349,5
201908,동작구,830,926,914,294,1008,171,4143,3
201908,마포구,733,809,767,253,860,125,3547,3
201908,서대문구,704,700,798,611,887,131,3831,3
201908,서초구,506,479,401,181,462,117,2146,1
201908,성동구,696,702,706,155,802,122,3183,2
201908,성북구,1095,1072,1205,312,1233,228,5145,4
201908,송파구,1008,957,864,332,982,218,4361,4
201908,양천구,1062,1024,1082,283,1230,178,4859,4
201908,영등포구,930,838,825,221,827,143,3784,3
201908,용산구,700,628,591,166,625,99,2809,2
201908,은평구,1668,1735,1647,474,1822,306,7652,7
201908,종로구,501,432,431,74,389,83,1910,1
201908,중구,526,443,423,105,451,77,2025,1
201908,중랑구,1662,1567,1503,449,1642,317,7140,7
201909,강남구,1193,1185,1042,312,971,183,4886,4
