연월,자치구명,7세미만,65~69세,70~74세,75~79세,80~89세,90세이상,합계,점수
201906,성북구,286,860,921,948,"1,056",183,4254,4
201906,송파구,289,873,950,946,"1,084",188,4330,4
201906,양천구,283,884,963,951,"1,103",189,4373,4
201906,영등포구,257,670,738,725,755,108,3253,2
201906,용산구,260,671,760,736,779,111,3317,3
201906,은평구,250,680,760,745,795,115,3345,3
201906,종로구,257,706,763,751,814,115,3406,3
201906,중구,265,724,779,763,827,118,3476,3
201906,중랑구,270,732,787,773,846,122,3530,3
201907,강남구,255,722,797,771,852,125,3522,3
201907,강동구,253,733,809,767,860,125,3547,3
201907,강북구,247,745,808,771,886,132,3589,3
201907,강서구,241,761,809,784,898,134,3627,3
201907,관악구,250,779,815,798,917,132,3691,3
201907,광진구,233,786,812,806,924,133,3694,3
201907,구로구,642,623,641,753,791,114,3564,3
201907,금천구,609,636,657,769,809,123,3603,3
201907,노원구,624,647,661,783,822,126,3663,3
201907,도봉구,613,658,677,784,853,132,3717,3
201907,동대문구,614,674,696,792,867,132,3775,3
201907,동작구,619,684,694,795,874,134,3800,3
201907,마포구,623,698,701,800,884,133,3839,3
201907,서대문구,611,704,700,798,887,131,3831,3
201907,서초구,595,719,716,788,916,135,3869,3
201907,성동구,596,728,724,797,939,133,3917,3
201907,성북구,596,745,732,805,948,133,3959,3
201907,송파구,571,755,736,811,960,140,3973,3
201907,양천구,167,434,436,375,418,108,1938,1
201907,영등포구,165,444,438,390,434,113,1984,1
201907,용산구,169,449,453,398,442,113,2024,1
201907,은평구,179,472,464,408,449,116,2088,1
201907,종로구,186,490,469,407,457,118,2127,1
201907,중구,181,503,473,405,461,118,2141,1
201907,중랑구,179,506,482,407,463,119,2156,1
201908,강남구,181,506,479,401,462,117,2146,1
201908,강동구,170,506,483,406,466,119,2150,1
201908,강북구,157,501,486,409,474,121,2148,1
201908,강서구,155,516,493,413,486,123,2186,1
201908,관악구,155,531,496,420,490,125,2217,1
201908,광진구,123,636,664,645,734,120,2922,2
201908,구로구,127,663,672,659,746,122,2989,2
201908,금천구,123,657,675,674,762,127,3018,2
201908,노원구,137,676,663,690,786,128,3080,2
201908,도봉구,149,684,678,702,792,128,3133,2
201908,동대문구,152,691,680,710,795,128,3156,2
201908,동작구,154,690,697,706,801,125,3173,2
201908,마포구,155,696,702,706,802,122,3183,2
201908,서대문구,151,694,707,705,824,124,3205,2
201908,서초구,152,709,716,711,829,124,3241,2
201908,성동구,152,728,720,720,831,125,3276,3
201908,성북구,147,740,732,734,851,130,3334,3
201908,송파구,285,"1,016","1,010","1,109","1,138",204,4762,4
201908,양천구,287,"1,025","1,023","1,120","1,157",213,4825,4
201908,영등포구,288,"1,035","1,039","1,139","1,182",214,4897,4
201908,용산구,297,"1,054","1,035","1,174","1,189",228,4977,4
201908,은평구,318,"1,058","1,026","1,176","1,206",227,5011,4
201908,종로구,310,"1,079","1,040","1,193","1,209",229,5060,4
201908,중구,306,"1,078","1,058","1,191","1,224",228,5085,4
201908,중랑구,312,"1,095","1,072","1,205","1,233",228,5145,4
201909,강남구,296,"1,108","1,083","1,190","1,262",245,5184,5
201909,강동구,284,"1,133","1,085","1,184","1,289",248,5223,5
201909,강북구,284,"1,153","1,092","1,183","1,319",251,5282,5
201909,강서구,280,"1,162","1,103","1,180","1,347",258,5330,5
201909,관악구,300,908,821,762,874,196,3861,3
201909,광진구,311,920,844,774,902,200,3951,3
201909,구로구,314,925,880,783,927,202,4031,3
201909,금천구,316,935,886,820,943,212,4112,3
201909,노원구,320,971,896,838,957,214,4196,3
201909,도봉구,321,993,922,838,963,218,4255,4
201909,동대문구,319,"1,001",943,848,969,222,4302,4
201909,동작구,332,"1,008",957,864,982,218,4361,4
201909,마포구,320,"1,015",978,885,"1,009",230,4437,4
201909,서대문구,314,"1,025",997,894,"1,011",239,4480,4
201909,서초구,320,"1,049","1,017",900,"1,042",240,4568,4
201909,성동구,313,"1,081","1,029",898,"1,060",248,4629,4
201909,성북구,250,912,906,953,"1,039",151,4211,4
201909,송파구,258,922,940,962,"1,069",156,4307,4
201909,양천구,265,948,953,994,"1,104",164,4428,4
201909,영등포구,269,993,981,"1,036","1,155",171,4605,4
201909,용산구,278,"1,004",991,"1,054","1,190",172,4689,4
201909,은평구,275,"1,045","1,005","1,064","1,210",179,4778,4
201909,종로구,279,"1,050","1,013","1,079","1,230",180,4831,4
201909,중구,283,"1,062","1,024","1,082","1,230",178,4859,4
201909,중랑구,269,"1,077","1,030","1,091","1,278",182,4927,4
201910,강남구,266,"1,097","1,042","1,092","1,320",187,5004,4
201910,강동구,261,"1,123","1,063","1,092","1,350",191,5080,4
201910,강북구,267,"1,128","1,081","1,095","1,370",198,5139,4
201910,강서구,187,849,795,785,762,129,3507,3
201910,관악구,192,870,800,793,779,133,3567,3
201910,광진구,196,880,808,796,800,140,3620,3
201910,구로구,209,901,802,800,804,136,3652,3
201910,금천구,215,906,804,805,816,137,3683,3
201910,노원구,219,916,828,816,823,142,3744,3
201910,도봉구,213,920,833,818,830,144,3758,3
201910,동대문구,221,930,838,825,827,143,3784,3
201910,동작구,216,914,862,820,843,143,3798,3
201910,마포구,220,941,877,824,853,150,3865,3
201910,서대문구,216,978,883,842,865,162,3946,3
201910,서초구,212,"1,003",903,853,878,160,4009,3
201910,성동구,158,635,595,549,573,87,2597,2
201910,성북구,161,648,604,556,589,86,2644,2
201910,송파구,161,646,611,555,598,93,2664,2
201910,양천구,164,668,612,562,610,94,2710,2
201910,영등포구,171,669,617,569,608,93,2727,2
201910,용산구,169,684,625,575,617,94,2764,2
201910,은평구,165,695,625,585,625,99,2794,2
201910,종로구,166,700,628,591,625,99,2809,2
201910,중구,155,698,643,587,640,100,2823,2
201910,중랑구,155,705,637,595,645,100,2837,2
201911,강남구,153,705,643,597,651,100,2849,2
201911,강동구,155,721,638,607,660,102,2883,2
201911,강북구,457,"1,522","1,581","1,557","1,628",268,7013,6
201911,강서구,449,"1,544","1,600","1,575","1,660",274,7102,7
201911,관악구,459,"1,553","1,641","1,584","1,684",282,7203,7
201911,광진구,474,"1,563","1,671","1,599","1,723",295,7325,7
201911,구로구,481,"1,601","1,681","1,618","1,758",302,7441,7
201911,금천구,481,"1,630","1,694","1,629","1,780",303,7517,7
201911,노원구,472,"1,647","1,720","1,640","1,810",309,7598,7
201911,도봉구,474,"1,668","1,735","1,647","1,822",306,7652,7
201911,동대문구,460,"1,666","1,741","1,674","1,861",311,7713,7
201911,동작구,449,"1,665","1,748","1,662","1,870",313,7707,7
201911,마포구,440,"1,696","1,763","1,676","1,912",324,7811,7
201911,서대문구,429,"1,711","1,780","1,675","1,952",327,7874,7
201911,서초구,74,438,431,434,367,79,1823,1
201911,성동구,73,454,438,433,374,79,1851,1
201911,성북구,73,465,436,432,377,82,1865,1
201911,송파구,72,476,427,437,382,84,1878,1
201911,양천구,79,485,435,428,385,86,1898,1
201911,영등포구,77,489,429,432,391,86,1904,1
201911,용산구,73,497,431,428,393,86,1908,1
201911,은평구,74,501,432,431,389,83,1910,1
201911,종로구,68,504,426,435,397,85,1915,1
201911,중구,72,506,432,435,399,83,1927,1
201911,중랑구,71,516,431,433,408,84,1943,1
201912,강남구,73,521,428,431,414,85,1952,1
201912,강동구,104,476,410,402,416,71,1879,1
201912,강북구,104,486,417,412,421,72,1912,1
201912,강서구,107,497,418,420,427,73,1942,1
201912,관악구,110,510,420,423,441,74,1978,1
201912,광진구,113,518,425,426,446,76,2004,1
201912,구로구,110,528,435,428,446,77,2024,1
201912,금천구,107,520,442,421,455,78,2023,1
201912,노원구,105,526,443,423,451,77,2025,1
201912,도봉구,98,528,457,426,462,77,2048,1
201912,동대문구,99,542,464,432,467,76,2080,1
201912,동작구,99,548,476,426,470,79,2098,1
201912,마포구,98,552,476,430,473,79,2108,1
201912,서대문구,361,"1,385","1,352","1,248","1,349",269,5964,5
201912,서초구,374,"1,415","1,366","1,264","1,387",272,6078,5
201912,성동구,391,"1,458","1,399","1,292","1,428",277,6245,6
201912,성북구,433,"1,552","1,481","1,391","1,549",298,6704,6
201912,송파구,452,"1,616","1,523","1,455","1,615",311,6972,6
201912,양천구,442,"1,636","1,528","1,479","1,633",314,7032,7
201912,영등포구,438,"1,655","1,539","1,492","1,635",325,7084,7
201912,용산구,449,"1,662","1,567","1,503","1,642",317,7140,7
201912,은평구,416,"1,661","1,566","1,516","1,690",331,7180,7
201912,종로구,409,"1,687","1,580","1,526","1,715",338,7255,7
201912,중구,414,"1,725","1,595","1,523","1,737",349,7343,7
201912,중랑구,413,"1,752","1,614","1,524","1,766",353,7422,7
