연월,자치구명,7세미만,65~69세,70~74세,75~79세,80~89세,90세이상,합계,점수
201710,강북구,298,"1,027","1,135","1,113","1,044",165,4782,4
201710,강서구,387,"1,513","1,534","1,615","1,658",287,6994,6
201710,관악구,315,917,"1,022",992,940,166,4352,4
201710,광진구,127,488,469,450,448,76,2058,1
201710,구로구,270,580,684,690,645,99,2968,2
201710,금천구,230,691,730,753,682,101,3187,2
201710,노원구,491,"1,739","1,744","1,933","1,786",313,8006,8
201710,도봉구,248,608,674,741,744,127,3142,2
201710,동대문구,169,973,996,"1,006",811,117,4072,3
201710,동작구,255,588,650,667,612,105,2877,2
201710,마포구,223,587,618,596,603,99,2726,2
201710,서대문구,583,509,541,632,576,79,2920,2
201710,서초구,179,326,334,292,310,55,1496,1
201710,성동구,119,514,536,535,497,67,2268,1
201710,성북구,343,830,949,978,854,152,4106,3
201710,송파구,206,637,619,538,556,121,2677,2
201710,양천구,224,704,680,705,722,104,3139,2
201710,영등포구,208,770,658,654,579,94,2963,2
201710,용산구,156,518,506,501,454,84,2219,1
201710,은평구,402,"1,279","1,248","1,219","1,166",168,5482,5
201710,종로구,35,430,398,377,317,81,1638,1
201710,중구,100,402,358,358,354,47,1619,1
201710,중랑구,325,"1,079","1,084","1,019","1,089",209,4805,4
201711,강남구,346,931,891,796,703,146,3813,3
201711,강동구,230,696,616,669,634,127,2972,2
201711,강북구,291,"1,023","1,136","1,132","1,052",162,4796,4
201711,강서구,373,"1,534","1,532","1,629","1,652",294,7014,6
201711,관악구,318,918,"1,034",996,941,166,4373,4
201711,광진구,124,491,481,453,444,76,2069,1
201711,구로구,279,582,681,705,650,99,2996,2
201711,금천구,226,693,717,766,682,102,3186,2
201711,노원구,486,"1,742","1,744","1,945","1,795",312,8024,8
201711,도봉구,248,609,689,751,743,129,3169,2
201711,동대문구,167,988,"1,002",996,823,116,4092,3
201711,동작구,245,585,644,678,614,107,2873,2
201711,마포구,216,578,617,596,604,101,2712,2
201711,서대문구,592,513,541,629,582,82,2939,2
201711,서초구,169,327,332,292,314,59,1493,1
201711,성동구,118,526,534,543,498,68,2287,1
201711,성북구,333,836,939,977,858,154,4097,3
201711,송파구,193,641,620,541,564,125,2684,2
201711,양천구,212,705,688,712,725,104,3146,2
201711,영등포구,203,762,653,661,578,96,2953,2
201711,용산구,152,519,512,493,461,78,2215,1
201711,은평구,401,"1,284","1,261","1,221","1,182",167,5516,5
201711,종로구,31,425,398,380,318,83,1635,1
201711,중구,103,407,349,363,355,50,1627,1
201711,중랑구,316,"1,085","1,065","1,028","1,098",208,4800,4
201712,강남구,330,926,888,781,701,143,3769,3
201712,강동구,228,679,606,668,627,130,2938,2
201712,강북구,285,"1,022","1,129","1,135","1,054",161,4786,4
201712,강서구,375,"1,535","1,521","1,632","1,630",296,6989,6
201712,관악구,313,903,"1,024",995,940,162,4337,4
201712,광진구,125,489,474,447,452,73,2060,1
201712,구로구,267,594,673,701,658,95,2988,2
201712,금천구,223,686,720,751,683,105,3168,2
201712,노원구,485,"1,748","1,737","1,934","1,796",314,8014,8
201712,도봉구,241,615,678,750,735,128,3147,2
201712,동대문구,162,983,992,990,819,112,4058,3
201712,동작구,242,578,631,684,621,105,2861,2
201712,마포구,213,562,603,597,599,100,2674,2
201712,서대문구,598,502,537,636,575,82,2930,2
201712,서초구,158,330,335,297,311,60,1491,1
201712,성동구,115,528,531,539,506,71,2290,1
201712,성북구,313,836,937,972,862,156,4076,3
201712,송파구,189,646,607,541,568,120,2671,2
201712,양천구,213,697,687,714,716,104,3131,2
201712,영등포구,194,759,642,654,577,92,2918,2
201712,용산구,151,524,511,492,461,78,2217,1
201712,은평구,400,"1,262","1,259","1,210","1,192",173,5496,5
201712,종로구,29,418,396,382,315,84,1624,1
201712,중구,104,405,353,364,342,54,1622,1
201712,중랑구,308,"1,087","1,051","1,015","1,086",212,4759,4
201801,강남구,333,931,892,779,709,144,3788,3
201801,강동구,226,689,613,675,634,131,2968,2
201801,강북구,290,"1,029","1,135","1,149","1,041",164,4808,4
201801,강서구,373,"1,546","1,533","1,639","1,645",292,7028,6
201801,관악구,311,916,"1,016","1,010",949,168,4370,4
201801,광진구,126,491,477,460,457,71,2082,1
201801,구로구,261,581,670,701,659,98,2970,2
201801,금천구,214,684,732,753,691,109,3183,2
201801,노원구,479,"1,778","1,744","1,921","1,826",313,8061,8
201801,도봉구,230,612,688,747,748,136,3161,2
201801,동대문구,164,990,978,"1,001",822,111,4066,3
201801,동작구,237,579,635,690,622,105,2868,2
201801,마포구,210,568,605,604,600,101,2688,2
201801,서대문구,585,509,534,643,581,81,2933,2
201801,서초구,158,333,332,300,313,60,1496,1
201801,성동구,119,540,532,541,514,69,2315,1
201801,성북구,299,848,936,978,873,157,4091,3
201801,송파구,181,659,610,547,574,119,2690,2
201801,양천구,210,704,690,716,734,106,3160,2
201801,영등포구,197,747,650,652,581,94,2921,2
201801,용산구,147,518,512,496,455,77,2205,1
201801,은평구,401,"1,252","1,274","1,213","1,198",184,5522,5
201801,종로구,33,418,397,386,320,85,1639,1
201801,중구,104,393,361,365,336,56,1615,1
201801,중랑구,303,"1,102","1,072","1,020","1,105",213,4815,4
201802,강남구,320,929,903,779,720,145,3796,3
201802,강동구,229,703,602,677,637,134,2982,2
201802,강북구,291,"1,031","1,118","1,167","1,052",165,4824,4
201802,강서구,362,"1,559","1,544","1,641","1,646",299,7051,7
201802,관악구,315,923,"1,026","1,016",957,168,4405,4
201802,광진구,124,494,490,464,461,73,2106,1
201802,구로구,252,577,669,704,665,100,2967,2
201802,금천구,207,684,721,765,691,109,3177,2
201802,노원구,478,"1,777","1,735","1,931","1,846",314,8081,8
201802,도봉구,235,619,692,750,760,140,3196,2
201802,동대문구,168,995,970,"1,002",832,113,4080,3
201802,동작구,238,574,634,693,622,105,2866,2
201802,마포구,216,568,603,614,611,95,2707,2
201802,서대문구,602,508,536,648,579,82,2955,2
201802,서초구,159,334,334,310,307,66,1510,1
201802,성동구,119,520,537,542,526,71,2315,1
201802,성북구,298,850,935,989,880,159,4111,3
201802,송파구,179,670,603,554,581,120,2707,2
201802,양천구,209,703,692,723,739,103,3169,2
201802,영등포구,190,751,648,655,588,96,2928,2
201802,용산구,153,516,507,501,456,80,2213,1
201802,은평구,403,"1,251","1,286","1,225","1,202",184,5551,5
201802,종로구,32,416,394,387,325,83,1637,1
201802,중구,104,394,367,361,339,57,1622,1
201802,중랑구,296,"1,106","1,083","1,030","1,117",218,4850,4
201803,강남구,313,941,912,774,728,146,3814,3
201803,강동구,232,704,606,664,654,136,2996,2
201803,강북구,290,"1,028","1,125","1,172","1,073",173,4861,4
201803,강서구,370,"1,565","1,541","1,659","1,656",300,7091,7
201803,관악구,324,929,"1,022","1,017",978,163,4433,4
201803,광진구,131,500,488,468,462,77,2126,1
201803,구로구,241,574,671,711,669,102,2968,2
201803,금천구,209,682,714,770,693,110,3178,2
201803,노원구,487,"1,788","1,727","1,929","1,871",313,8115,8
201803,도봉구,239,636,688,754,768,146,3231,2
201803,동대문구,168,998,977,998,842,115,4098,3
201803,동작구,237,576,636,690,630,109,2878,2
201803,마포구,218,558,612,606,619,94,2707,2
201803,서대문구,596,519,536,642,589,85,2967,2
201803,서초구,155,341,336,316,311,67,1526,1
201803,성동구,128,520,533,544,525,74,2324,1
201803,성북구,304,864,929,996,886,165,4144,3
201803,송파구,178,691,593,562,589,120,2733,2
201803,양천구,218,716,690,723,741,102,3190,2
201803,영등포구,191,759,653,655,590,99,2947,2
201803,용산구,159,535,501,509,459,80,2243,1
201803,은평구,429,"1,265","1,288","1,221","1,213",189,5605,5
201803,종로구,33,411,392,395,323,83,1637,1
201803,중구,103,397,368,357,342,59,1626,1
201803,중랑구,298,"1,105","1,071","1,043","1,133",216,4866,4
201804,강남구,321,944,906,784,739,148,3842,3
201804,강동구,237,703,618,659,671,132,3020,2
201804,강북구,301,"1,038","1,119","1,173","1,090",173,4894,4
201804,강서구,379,"1,560","1,558","1,662","1,662",303,7124,7
201804,관악구,336,933,"1,031","1,030",980,162,4472,4
201804,광진구,144,508,502,464,465,78,2161,1
201804,구로구,245,577,668,712,684,100,2986,2
201804,금천구,208,687,716,778,702,110,3201,2
201804,노원구,487,"1,774","1,730","1,919","1,879",314,8103,8
201804,도봉구,248,639,691,753,773,152,3256,2
201804,동대문구,178,"1,009",959,"1,002",846,116,4110,3
201804,동작구,239,572,644,686,632,112,2885,2
201804,마포구,226,564,610,613,621,98,2732,2
201804,서대문구,610,520,538,640,595,87,2990,2
201804,서초구,169,347,343,311,312,69,1551,1
201804,성동구,126,513,537,537,527,76,2316,1
201804,성북구,304,872,931,994,900,164,4165,3
201804,송파구,180,706,596,564,596,119,2761,2
201804,양천구,231,720,694,730,742,100,3217,2
201804,영등포구,192,750,661,662,582,98,2945,2
201804,용산구,166,545,505,507,466,80,2269,1
201804,은평구,441,"1,248","1,286","1,228","1,208",193,5604,5
201804,종로구,34,403,390,402,322,83,1634,1
201804,중구,109,396,370,358,345,58,1636,1
201804,중랑구,330,"1,112","1,072","1,040","1,131",220,4905,4
201805,강남구,331,933,922,783,734,145,3848,3
201805,강동구,244,700,621,659,674,134,3032,2
201805,강북구,316,"1,045","1,120","1,187","1,095",173,4936,4
201805,강서구,383,"1,573","1,564","1,666","1,683",300,7169,7
201805,관악구,335,929,"1,032","1,028",972,165,4461,4
201805,광진구,159,520,506,461,465,78,2189,1
201805,구로구,252,586,670,699,693,102,3002,2
201805,금천구,219,688,720,781,714,109,3231,2
201805,노원구,506,"1,775","1,741","1,923","1,892",319,8156,8
201805,도봉구,262,644,697,745,781,155,3284,3
201805,동대문구,185,"1,017",958,991,857,115,4123,3
201805,동작구,260,571,651,685,629,112,2908,2
201805,마포구,230,578,609,614,625,97,2753,2
201805,서대문구,635,523,546,640,602,87,3033,2
201805,서초구,167,354,338,315,307,71,1552,1
201805,성동구,130,515,542,540,524,76,2327,2
201805,성북구,316,881,913,995,902,160,4167,3
201805,송파구,193,703,611,560,595,120,2782,2
201805,양천구,235,723,705,725,752,103,3243,2
201805,영등포구,195,751,668,661,580,100,2955,2
201805,용산구,162,550,505,504,456,82,2259,1
201805,은평구,448,"1,259","1,279","1,234","1,216",194,5630,5
201805,종로구,39,404,395,401,321,82,1642,1
201805,중구,112,401,377,355,343,58,1646,1
201805,중랑구,349,"1,120","1,085","1,044","1,135",221,4954,4
201806,강남구,315,933,925,779,727,144,3823,3
201806,강동구,242,707,625,668,669,136,3047,2
201806,강북구,320,"1,053","1,130","1,192","1,096",173,4964,4
201806,강서구,384,"1,582","1,577","1,653","1,695",302,7193,7
201806,관악구,343,941,"1,027","1,037",975,161,4484,4
201806,광진구,156,529,509,456,466,79,2195,1
201806,구로구,253,585,671,688,696,106,2999,2
201806,금천구,223,683,727,769,707,113,3222,2
201806,노원구,503,"1,786","1,751","1,927","1,898",314,8179,8
201806,도봉구,252,639,705,735,776,155,3262,2
201806,동대문구,180,"1,027",965,997,853,117,4139,3
201806,동작구,257,577,661,681,637,115,2928,2
201806,마포구,235,581,604,611,624,95,2750,2
201806,서대문구,633,515,545,642,604,90,3029,2
201806,서초구,172,356,352,311,312,70,1573,1
201806,성동구,130,523,543,538,522,74,2330,2
201806,성북구,309,891,914,994,906,163,4177,3
201806,송파구,195,705,611,577,590,124,2802,2
201806,양천구,230,743,709,733,751,103,3269,3
201806,영등포구,192,757,670,674,580,103,2976,2
201806,용산구,155,557,509,504,460,83,2268,1
201806,은평구,440,"1,269","1,284","1,239","1,221",203,5656,5
201806,종로구,34,413,395,407,317,83,1649,1
201806,중구,113,395,387,356,342,61,1654,1
201806,중랑구,346,"1,133","1,096","1,061","1,129",229,4994,4
201807,강남구,296,935,930,779,725,148,3813,3
201807,강동구,240,721,630,664,667,139,3061,2
201807,강북구,317,"1,059","1,143","1,188","1,101",175,4983,4
201807,강서구,375,"1,605","1,605","1,648","1,699",306,7238,7
201807,관악구,327,955,"1,030","1,033",981,161,4487,4
201807,광진구,153,530,517,460,469,81,2210,1
201807,구로구,249,576,673,673,702,107,2980,2
201807,금천구,222,680,728,766,711,114,3221,2
201807,노원구,509,"1,783","1,752","1,938","1,906",311,8199,8
201807,도봉구,244,639,712,733,790,153,3271,3
201807,동대문구,174,"1,032",955,"1,007",848,117,4133,3
201807,동작구,253,583,665,684,634,115,2934,2
201807,마포구,237,579,610,609,629,92,2756,2
201807,서대문구,633,519,551,643,607,97,3050,2
201807,서초구,167,357,356,302,321,71,1574,1
201807,성동구,128,524,554,535,523,77,2341,2
201807,성북구,295,892,916,983,920,171,4177,3
201807,송파구,198,711,621,583,593,119,2825,2
201807,양천구,228,748,721,729,758,104,3288,3
201807,영등포구,196,753,675,674,595,105,2998,2
201807,용산구,157,561,514,507,463,84,2286,1
201807,은평구,429,"1,265","1,286","1,241","1,236",197,5654,5
201807,종로구,33,414,398,404,324,82,1655,1
201807,중구,110,398,379,357,342,61,1647,1
201807,중랑구,344,"1,133","1,120","1,054","1,138",233,5022,4
201808,강남구,282,930,929,788,726,147,3802,3
201808,강동구,235,720,639,668,672,139,3073,2
201808,강북구,319,"1,058","1,139","1,187","1,102",177,4982,4
201808,강서구,368,"1,612","1,600","1,654","1,702",309,7245,7
201808,관악구,319,966,"1,037","1,026","1,003",164,4515,4
201808,광진구,150,531,526,468,474,80,2229,1
201808,구로구,258,590,667,682,703,108,3008,2
201808,금천구,215,682,723,768,713,114,3215,2
201808,노원구,518,"1,778","1,753","1,944","1,923",313,8229,8
201808,도봉구,231,642,713,734,797,153,3270,3
201808,동대문구,164,"1,036",971,"1,007",853,113,4144,3
201808,동작구,254,596,665,689,639,116,2959,2
201808,마포구,239,583,606,612,629,94,2763,2
201808,서대문구,629,518,561,637,616,97,3058,2
201808,서초구,163,355,357,301,318,71,1565,1
201808,성동구,125,533,556,537,532,81,2364,2
201808,성북구,289,905,925,982,922,175,4198,3
201808,송파구,189,714,633,583,595,121,2835,2
201808,양천구,224,763,722,737,752,108,3306,3
201808,영등포구,190,762,680,683,610,104,3029,2
201808,용산구,153,560,521,501,470,82,2287,1
201808,은평구,427,"1,274","1,304","1,238","1,251",197,5691,5
201808,종로구,33,406,405,395,325,83,1647,1
201808,중구,105,406,381,360,340,62,1654,1
201808,중랑구,330,"1,135","1,129","1,055","1,148",236,5033,4
201809,강남구,285,926,929,793,722,148,3803,3
201809,강동구,231,723,642,670,679,144,3089,2
201809,강북구,314,"1,072","1,134","1,203","1,109",181,5013,4
201809,강서구,368,"1,623","1,602","1,660","1,696",314,7263,7
201809,관악구,321,976,"1,033","1,031","1,005",170,4536,4
201809,광진구,153,548,523,464,487,82,2257,1
201809,구로구,259,605,676,680,716,109,3045,2
201809,금천구,213,698,718,774,720,115,3238,2
201809,노원구,524,"1,779","1,754","1,955","1,935",322,8269,8
201809,도봉구,227,644,724,729,803,155,3282,3
201809,동대문구,159,"1,034",982,"1,001",862,114,4152,3
201809,동작구,250,597,663,697,640,115,2962,2
201809,마포구,243,589,609,618,633,94,2786,2
201809,서대문구,631,515,558,641,627,99,3071,2
201809,서초구,156,351,361,303,320,72,1563,1
201809,성동구,117,538,553,536,529,80,2353,2
201809,성북구,278,906,915,991,930,173,4193,3
201809,송파구,194,727,632,595,600,125,2873,2
201809,양천구,220,765,719,738,757,111,3310,3
201809,영등포구,194,760,686,682,614,109,3045,2
201809,용산구,152,571,517,504,477,81,2302,1
201809,은평구,412,"1,273","1,310","1,243","1,254",200,5692,5
201809,종로구,35,414,399,404,328,84,1664,1
201809,중구,105,410,385,363,341,66,1670,1
201809,중랑구,319,"1,147","1,131","1,058","1,162",237,5054,4
201810,강남구,270,966,963,829,743,159,3930,3
201810,강동구,230,736,667,700,717,150,3200,2
201810,강북구,313,"1,169","1,231","1,300","1,198",188,5399,5
201810,강서구,369,"1,689","1,661","1,741","1,811",330,7601,7
201810,관악구,330,"1,013","1,082","1,120","1,149",194,4888,4
201810,광진구,170,614,570,524,594,93,2565,2
201810,구로구,270,623,688,697,746,111,3135,2
201810,금천구,211,721,733,803,755,121,3344,3
201810,노원구,535,"1,874","1,869","2,089","2,040",337,8744,8
201810,도봉구,225,674,752,795,893,175,3514,3
201810,동대문구,167,"1,075","1,019","1,083",954,129,4427,4
201810,동작구,257,627,691,729,691,117,3112,2
201810,마포구,240,630,644,651,681,99,2945,2
201810,서대문구,641,550,594,713,695,105,3298,3
201810,서초구,151,367,370,309,323,75,1595,1
201810,성동구,123,575,595,592,618,96,2599,2
201810,성북구,277,923,931,"1,031",967,179,4308,4
201810,송파구,219,803,690,670,689,138,3209,2
201810,양천구,230,818,803,826,879,134,3690,3
201810,영등포구,189,805,732,728,685,115,3254,2
201810,용산구,155,600,543,518,530,85,2431,2
201810,은평구,431,"1,350","1,415","1,371","1,396",218,6181,6
201810,종로구,36,423,426,414,347,83,1729,1
201810,중구,104,447,392,393,388,69,1793,1
201810,중랑구,350,"1,255","1,228","1,165","1,252",250,5500,5
201811,강남구,271,"1,009",987,860,778,159,4064,3
201811,강동구,241,774,703,749,787,163,3417,3
201811,강북구,312,"1,231","1,280","1,358","1,266",199,5646,5
201811,강서구,394,"1,789","1,738","1,834","1,928",346,8029,8
201811,관악구,328,"1,069","1,148","1,179","1,247",221,5192,5
201811,광진구,172,652,601,557,629,106,2717,2
201811,구로구,266,661,726,750,801,121,3325,3
201811,금천구,209,751,748,832,796,124,3460,3
201811,노원구,540,"1,967","1,966","2,217","2,132",355,9177,9
201811,도봉구,219,694,766,833,951,187,3650,3
201811,동대문구,167,"1,135","1,061","1,156","1,062",150,4731,4
201811,동작구,262,681,755,780,757,133,3368,3
201811,마포구,244,655,686,698,712,105,3100,2
201811,서대문구,680,600,621,728,733,113,3475,3
201811,서초구,161,399,399,350,365,92,1766,1
201811,성동구,124,613,625,626,682,107,2777,2
201811,성북구,277,957,952,"1,073","1,029",187,4475,4
201811,송파구,268,843,748,732,774,156,3521,3
201811,양천구,238,862,853,888,944,140,3925,3
201811,영등포구,189,831,763,777,728,122,3410,3
201811,용산구,155,623,569,539,558,86,2530,2
201811,은평구,477,"1,453","1,513","1,488","1,549",247,6727,6
201811,종로구,37,426,422,423,356,85,1749,1
201811,중구,108,461,396,400,404,68,1837,1
201811,중랑구,361,"1,316","1,291","1,211","1,291",260,5730,5
201812,강남구,261,"1,032","1,016",899,817,170,4195,3
201812,강동구,243,811,722,772,819,169,3536,3
201812,강북구,315,"1,259","1,313","1,365","1,295",208,5755,5
201812,강서구,409,"1,842","1,785","1,873","2,012",360,8281,8
201812,관악구,334,"1,092","1,182","1,205","1,283",233,5329,5
201812,광진구,170,667,614,566,651,106,2774,2
201812,구로구,264,670,735,768,831,129,3397,3
201812,금천구,214,787,770,858,843,128,3600,3
201812,노원구,529,"1,992","2,028","2,263","2,184",359,9355,9
201812,도봉구,206,726,774,858,989,194,3747,3
201812,동대문구,172,"1,165","1,084","1,192","1,104",156,4873,4
201812,동작구,266,716,798,817,838,137,3572,3
201812,마포구,247,667,726,717,739,106,3202,2
201812,서대문구,680,610,639,739,761,114,3543,3
201812,서초구,163,419,426,375,398,105,1886,1
201812,성동구,128,633,641,635,721,112,2870,2
201812,성북구,286,992,989,"1,102","1,096",196,4661,4
201812,송파구,288,883,791,755,839,179,3735,3
201812,양천구,246,899,884,935,"1,000",147,4111,3
201812,영등포구,186,837,785,778,742,125,3453,3
201812,용산구,156,637,589,544,568,86,2580,2
201812,은평구,481,"1,491","1,578","1,543","1,611",259,6963,6
201812,종로구,38,440,424,432,360,80,1774,1
201812,중구,107,461,407,403,407,71,1856,1
201812,중랑구,364,"1,342","1,318","1,219","1,328",262,5833,5
201901,강남구,280,"1,051","1,038",927,833,173,4302,4
201901,강동구,280,"1,082","1,055",921,862,170,4370,4
201901,강북구,284,"1,102","1,070",929,892,172,4449,4
201901,강서구,288,"1,135","1,095",958,906,181,4563,4
201901,관악구,297,"1,162","1,113",982,927,182,4663,4
201901,광진구,284,"1,169","1,116",999,938,180,4686,4
201901,구로구,319,"1,173","1,152","1,019",950,182,4795,4
201901,금천구,320,"1,188","1,164","1,028",957,186,4843,4
201901,노원구,312,"1,193","1,185","1,042",971,183,4886,4
201901,도봉구,309,"1,209","1,203","1,074",987,184,4966,4
201901,동대문구,291,"1,229","1,211","1,087",994,188,5000,4
201901,동작구,283,"1,248","1,233","1,100","1,013",196,5073,4
201901,마포구,242,819,740,787,849,173,3610,3
201901,서대문구,239,830,752,794,862,180,3657,3
201901,서초구,238,842,765,802,875,184,3706,3
201901,성동구,246,870,776,821,892,191,3796,3
201901,성북구,265,896,798,830,912,198,3899,3
201901,송파구,270,916,800,839,928,196,3949,3
201901,양천구,268,922,819,841,945,200,3995,3
201901,영등포구,269,929,818,855,951,195,4017,3
201901,용산구,258,928,850,872,973,202,4083,3
201901,은평구,260,941,870,881,988,201,4141,3
201901,종로구,265,971,878,899,"1,001",205,4219,4
201901,중구,268,993,897,888,"1,046",215,4307,4
201901,중랑구,314,"1,303","1,323","1,395","1,322",207,5864,5
201902,강남구,311,"1,312","1,356","1,420","1,348",216,5963,5
201902,강동구,327,"1,331","1,378","1,450","1,378",219,6083,5
201902,강북구,340,"1,358","1,400","1,467","1,394",223,6182,6
201902,강서구,357,"1,371","1,415","1,485","1,410",228,6266,6
201902,관악구,358,"1,404","1,438","1,499","1,433",232,6364,6
201902,광진구,351,"1,407","1,467","1,507","1,446",234,6412,6
201902,구로구,354,"1,427","1,479","1,527","1,467",232,6486,6
201902,금천구,344,"1,446","1,475","1,568","1,506",241,6580,6
201902,노원구,325,"1,475","1,490","1,585","1,553",245,6673,6
201902,도봉구,325,"1,507","1,498","1,625","1,577",253,6785,6
201902,동대문구,310,"1,530","1,527","1,631","1,600",256,6854,6
201902,동작구,423,"1,895","1,834","1,898","2,062",362,8474,8
201902,마포구,426,"1,928","1,839","1,905","2,089",374,8561,8
201902,서대문구,431,"1,953","1,866","1,917","2,123",389,8679,8
201902,서초구,441,"1,988","1,907","1,953","2,171",402,8862,8
201902,성동구,447,"2,013","1,940","1,975","2,190",412,8977,9
201902,성북구,458,"2,051","1,961","1,987","2,223",413,9093,9
201902,송파구,453,"2,076","1,990","2,014","2,246",422,9201,9
201902,양천구,458,"2,088","2,002","2,027","2,248",420,9243,9
201902,영등포구,444,"2,126","2,000","2,053","2,294",439,9356,9
201902,용산구,444,"2,163","2,022","2,066","2,321",442,9458,9
201902,은평구,456,"2,226","2,051","2,087","2,362",448,9630,9
201902,종로구,463,"2,250","2,055","2,104","2,402",459,9733,9
201902,중구,337,"1,124","1,195","1,227","1,310",241,5434,5
201902,중랑구,329,"1,141","1,210","1,233","1,346",242,5501,5
201903,강남구,328,"1,149","1,217","1,244","1,377",254,5569,5
201903,강동구,342,"1,196","1,223","1,268","1,406",262,5697,5
201903,강북구,360,"1,208","1,232","1,283","1,426",266,5775,5
201903,강서구,361,"1,260","1,239","1,286","1,428",271,5845,5
201903,관악구,361,"1,270","1,266","1,313","1,440",274,5924,5
201903,광진구,367,"1,277","1,282","1,323","1,442",268,5959,5
201903,구로구,345,"1,300","1,299","1,327","1,474",279,6024,5
201903,금천구,348,"1,335","1,305","1,336","1,493",274,6091,6
201903,노원구,350,"1,381","1,333","1,360","1,529",293,6246,6
201903,도봉구,341,"1,411","1,373","1,395","1,555",295,6370,6
201903,동대문구,171,679,626,571,665,110,2822,2
201903,동작구,169,687,630,596,666,112,2860,2
201903,마포구,178,692,648,593,680,117,2908,2
201903,서대문구,209,708,650,597,695,114,2973,2
201903,서초구,221,721,655,619,705,118,3039,2
201903,성동구,207,728,656,644,705,120,3060,2
201903,성북구,210,749,675,648,708,122,3112,2
201903,송파구,205,761,681,654,705,122,3128,2
201903,양천구,189,767,685,663,715,126,3145,2
201903,영등포구,187,789,688,675,716,132,3187,2
201903,용산구,181,801,698,684,734,136,3234,2
201903,은평구,174,816,695,687,741,137,3250,2
201903,종로구,259,690,759,782,867,135,3492,3
201903,중구,255,709,768,798,898,141,3569,3
201903,중랑구,264,730,772,819,910,145,3640,3
201904,강남구,277,745,781,830,941,141,3715,3
201904,강동구,284,752,791,838,940,145,3750,3
201904,강북구,288,772,806,853,951,151,3821,3
201904,강서구,301,777,834,859,969,150,3890,3
201904,관악구,312,795,844,871,983,150,3955,3
201904,광진구,315,789,867,888,"1,013",154,4026,3
201904,구로구,318,804,896,899,"1,038",154,4109,3
201904,금천구,319,817,910,911,"1,041",161,4159,3
201904,노원구,326,822,916,910,"1,072",167,4213,4
201904,도봉구,217,800,785,882,863,131,3678,3
201904,동대문구,220,803,794,890,881,131,3719,3
201904,동작구,220,827,799,882,904,133,3765,3
201904,마포구,229,825,805,912,916,135,3822,3
201904,서대문구,238,836,821,909,936,133,3873,3
201904,서초구,244,852,830,917,950,136,3929,3
201904,성동구,240,846,857,929,974,141,3987,3
201904,성북구,238,850,873,937,982,143,4023,3
201904,송파구,231,861,876,957,998,147,4070,3
201904,양천구,225,862,893,958,"1,015",149,4102,3
201904,영등포구,236,877,906,961,"1,018",148,4146,3
201904,용산구,238,891,906,961,"1,033",152,4181,3
201904,은평구,540,"2,019","2,047","2,294","2,232",371,9503,9
201904,종로구,539,"2,037","2,078","2,318","2,277",379,9628,9
201904,중구,551,"2,092","2,097","2,359","2,321",380,9800,9
201904,중랑구,583,"2,136","2,102","2,404","2,350",387,9962,10
201905,강남구,608,"2,159","2,134","2,440","2,407",390,10138,10
201905,강동구,600,"2,202","2,153","2,445","2,452",389,10241,10
201905,강북구,585,"2,203","2,190","2,468","2,475",392,10313,10
201905,강서구,592,"2,219","2,217","2,477","2,476",388,10369,10
201905,관악구,567,"2,220","2,239","2,496","2,544",399,10465,10
201905,광진구,556,"2,261","2,265","2,509","2,579",405,10575,10
201905,구로구,542,"2,297","2,302","2,530","2,638",413,10722,10
201905,금천구,530,"2,304","2,342","2,530","2,666",421,10793,10
201905,노원구,204,756,784,873,"1,011",192,3820,3
201905,도봉구,207,764,796,889,"1,041",192,3889,3
201905,동대문구,203,771,799,894,"1,059",202,3928,3
201905,동작구,219,784,806,900,"1,073",206,3988,3
201905,마포구,232,796,817,901,"1,086",209,4041,3
201905,서대문구,232,815,824,911,"1,095",210,4087,3
201905,서초구,226,813,831,921,"1,105",211,4107,3
201905,성동구,231,819,842,928,"1,108",210,4138,3
201905,성북구,221,825,854,931,"1,122",221,4174,3
201905,송파구,216,833,859,938,"1,126",225,4197,3
201905,양천구,217,855,876,945,"1,139",227,4259,4
201905,영등포구,216,873,878,950,"1,154",235,4306,4
201905,용산구,180,"1,199","1,105","1,211","1,121",165,4981,4
201905,은평구,178,"1,217","1,119","1,216","1,141",171,5042,4
201905,종로구,178,"1,240","1,119","1,227","1,155",173,5092,4
201905,중구,190,"1,254","1,150","1,244","1,185",173,5196,5
201905,중랑구,191,"1,276","1,154","1,257","1,204",177,5259,5
201906,강남구,192,"1,277","1,173","1,264","1,218",176,5300,5
201906,강동구,188,"1,286","1,189","1,267","1,230",179,5339,5
201906,강북구,188,"1,294","1,194","1,270","1,227",176,5349,5
201906,강서구,178,"1,303","1,213","1,270","1,234",184,5382,5
201906,관악구,178,"1,316","1,221","1,274","1,247",187,5423,5
201906,광진구,177,"1,337","1,228","1,283","1,261",188,5474,5
201906,구로구,173,"1,346","1,247","1,275","1,264",191,5496,5
201906,금천구,272,741,845,840,891,148,3737,3
201906,노원구,278,740,872,858,925,155,3828,3
201906,도봉구,282,769,883,867,938,158,3897,3
201906,동대문구,296,776,896,887,954,160,3969,3
201906,동작구,303,784,910,895,968,170,4030,3
201906,마포구,297,800,920,898,981,171,4067,3
201906,서대문구,298,811,926,909,"1,005",171,4120,3
201906,서초구,294,830,926,914,"1,008",171,4143,3
201906,성동구,290,839,917,933,"1,042",181,4202,3
